"HelpfulYes","ProductID","Rating","ReviewID","ReviewText","ReviewTime","ReviewerName","Sentiment","SentimentScore_Mixed","SentimentScore_Negative","SentimentScore_Neutral","SentimentScore_Positive","Summary","TotalVote","UnixReviewTime"
"0","C007WTAJTP","5","AR56FH89ICWT9","I got a few of these for tablets and phones and they have been fine. I loaded them with movies for a trip and they playback was perfect. I used one in a camera for video and it was plenty fast enough for the clips I was taking.","29-12-2013","Bambi Price","POSITIVE","8.733694994589314e-05","7.114189793355763e-05","0.0004378611920401454","0.999403715133667","Works great","0","1388275200"
"1","E007WTAJTS","5","A1FCMWIRX04X5B","I trust these.  Got it long ago and it is still going strong.  Any large size storage needs to be reliableIf I buy the one or two gig cards I would just get the cheapest no name brand but for anything larger I get these.","31-05-2014","gadgetjunki gadgetjunki","POSITIVE","0.009338273666799068","0.0004445972735993564","0.0006425955798476934","0.9895744919776917","Still going strong","1","1401494400"
"0","E007WTAJTS","5","A20H8QNUJZNFAN","Amazing price for this micro SD.  Brings adapter with it.  Class 10.  Great product. I am very happy with this purchase.","12-09-2013","Habo","POSITIVE","4.757693750434555e-05","3.721273606061004e-05","7.377276779152453e-05","0.9998414516448975","Great product great pricing","0","1386547200"
"0","D007WTAJTR","5","A3K8V7WFKJBQWG","In constant use on my Samsung Ativ 700t since January with narry a problem. I just bought my third one :)","25-11-2013","xendula avid e-Book reader","MIXED","0.3918030858039856","0.1760120391845703","0.0760914534330368","0.3560934364795685","Constant use since January 13 - going strong","0","1385337600"
"0","C007WTAJTP","5","A3MXAF2K5ESX6F","I used this upgraded card in my Razr Maxx HD and have been nothing but pleased with it. I havent even come close to filling the entire card. I got it mostly because I keep my entire music library on my phoneabout 5 gigs of music. Its a class 10 card so you wont see any lag in pulling up files. Great card for the price.","13-03-2013","Callsit Likeiseesit","POSITIVE","0.0021718963980674744","0.00037592017906717956","0.0003276549105066806","0.9971244931221008","Great buy","0","1363132800"
"0","F007WTAJTQ","1","A1ST94P7R4IM4L","It appears that the 32GB SanDisk Ultra Micro SD Card I purchased from Amazon was defective.  I installed it in my Samsung Tabletbut could not successfully transfer files using either a USB cable or WiFi.  The file transfer would appear to startbut then would slow down and hang completely.  It did this on every one of multiple attemptswith different file typesand numbers of files ranging from many to just a single file.  I tried loading files onto the card directly from my PCbut then the Tablet would not see them.  I tried reformatting the card both in my PC and in the Tabletbut still got the same result.  After a few triesthe Tablet would appear to format the card but then tell me that the card was blank/unformatted.  I did an A/B/A with an old 8GB Sandisk Micro SD Card that I had laying around.  It worked perfectly -- formatingtransferring filesreading and writing files -- everthing worked.  I put the 32GB SanDisk Ultra Card back in the Tabletbut had the same problems again.  I concluded that the SanDisk Ultra card was defective and returned it.  Im still using the old 8GB card without a hiccup.The good thing was that Amazons return policy was quick and painless.","23-03-2013","Occasional Reviewer from Michigan Mark","NEGATIVE","0.005013332702219486","0.9926968216896057","0.0016398236621171236","0.0006500154850073159","Did not work in Samsung Samsung Galaxy Tab 2","0","1363996800"
"0","B007WTAJTO","3","A2Q3ICGWZLY3JJ","It worksbut file writes are a bit slower than expected on a USB3 reader.Alsoboth reads and writes are FASTER with the card inside the standard-size SD adapter (15 MB/s vs 10 write; 45 MB/s vs 22 MB/s read) on the same card reader.  Cant figure why...","20-11-2013","98020","MIXED","0.7631415724754333","0.2313915640115738","0.002396414987742901","0.003070377279073","It worksbut not as fast as expected","0","1384905600"
"0","B007WTAJTO","5","A3H99DFEG68SR","This think has worked out great.Had a diff. bran 64gb card and if went south after 3 months.This one has held up pretty well since I had my S3now on my Note3.*** update 3/21/14Ive had this for a few months and have had ZERO issues since it was transferred from my S3 to my Note3 and into a note2. This card is reliable and solid!Cheers!","21-11-2013","1m2","POSITIVE","0.0013281917199492455","0.0002800342917907983","0.00021574155834969133","0.998176097869873","Great buy at this price!!!  *** UPDATE","0","1384992000"
"0","C007WTAJTP","4","AU0QTPK0WHV0B","The only thing is if you use this product on Andiod you must format .  Windows machines dont seem to supot FAT32  .  winwods machines will open files but the format program on Win only formats NTFS and EXFAT  which is limting because Andriod uses FAT32.","09-09-2013","cable guy","NEGATIVE","0.31082209944725037","0.5874814987182617","0.09059809893369675","0.01109834760427475","SD memory card","0","1378684800"
"0","C007WTAJTP","5","A33QOSYADK6BWK","Great product and price from SanDisc.  I will be using it for my cell phonereplacing the 8GB.  For my video now I have 2+ hours with the 32GB (compared to 20 minutes w/8GB) in &#34;super fine&#34; mode.  All the rest of my SanDisc memory card from years ago are still working 100%!  Thanks SanDisc!!!","21-04-2014","QZ","POSITIVE","8.924974099500105e-05","0.00012107938528060913","0.00010640293476171792","0.9996832609176636","sandisc ultra micro sd 32GB","0","1398038400"
"1","E007WTAJTS","1","A33I94Z5A904LH","It Failed. It only worked 3 months.I used it in a Galaxy S3 phone. It seems that this brand has an issue with this model.I lost the information.","11-08-2013","Karl Alexander Monzon Karl  Monzn","NEGATIVE","0.00014560882118530571","0.9995111227035522","0.0002373248862568289","0.00010591347381705418","Didnt pass the time test.","1","1383868800"
"0","B007WTAJTO","5","A18K1ODH1I2MVB","Purchased this for my deviceit worked as advertised. You can never have too much phone memorysince I download a lot of stuff this was a no brainer for me.","25-10-2013","0mie","POSITIVE","0.0005230300594121218","0.0011982237920165062","0.00018284196266904473","0.9980958104133606","MOAR SPACE!!!","0","1382659200"
"0","F007WTAJTQ","5","A1LJMQNR9C9DEW","excelent","07-07-2014","odey","POSITIVE","9.968091762857512e-05","0.0001454716402804479","0.0002677961310837418","0.999487042427063","Five Stars","0","1404691200"
"1","E007WTAJTS","5","AQC5K5BDHWQXR","I inserted this little gem in to my new NOOK HD and let me tell you....WOW.  She loves it so much and she wont give it back!  Instead of buying larger capacity tablets....just buy the smallest amount of gigs and buy one of these little dudes.","01-11-2013","IagainstI","POSITIVE","0.018084369599819183","0.0033454434014856815","0.001129773329012096","0.9774404764175415","Great for tablets!","1","1357862400"
"0","F007WTAJTQ","5","A2K18NB5KZW7Y6","This micro card has been seamless and simple to use.  The phone has not had any problems with this card.","12-05-2013","S. Alexander","POSITIVE","5.032136687077582e-05","6.472141103586182e-05","0.00044879698543809354","0.9994361996650696","32GB Card works well","0","1386201600"
"0","D007WTAJTR","5","A2MDYGR9DM85LJ","sandisk is  the best and I trust them cause the take care of the quality and the packing was great","10-03-2013","Faris","POSITIVE","0.00015834181976970285","8.336829341715202e-05","0.00048770595458336174","0.9992706179618835","Fantastic","2","1380758400"
"3","D007WTAJTR","1","A12P4PSWWXUYA0","Buyer beware card unreadable from the get go. Luck for me amazon helped me out. There are many others on here that know how to format to Fat32 threw Window 7 and have had same issues.","19-09-2012","xplics","NEGATIVE","0.444659948348999","0.5082306861877441","0.004041709937155247","0.04306761175394058","Like others reviewed not that great of a card.","5","1348012800"
"0","C007WTAJTP","4","AARXTOFZEI7O","it worksso farwaiting for the heat and cold to see how well it will hold up.","07-12-2014","queball4u","POSITIVE","0.002893770346418023","0.00714323204010725","0.0053286245092749596","0.9846343398094177","testing.","0","1405123200"
"0","E007WTAJTS","5","A35C94Z6E899I3","I screwed up and orignally order wrong card.  So I needed this card quickly for a trip.  Ordered it and it arrived and put it in tablet andloaded it with files.  It has worked flawlessly for about a month now.Thanks","28-12-2012","Jack","POSITIVE","0.29373815655708313","0.016237417235970497","0.0065258271060884","0.6834985613822937","Works Great","0","1356652800"
"1","D007WTAJTR","5","A1GUPXR3NSTT9Q","I own the Samsung Galaxy Tab 2 10.1I bought the 64g microSD card..(please keep in mind I know NOTHING about computers and I was able to do this.)I put it in the device to format...the tablet couldnt read it.  Would never mount.  Tried to format it with my computer....and still just wouldnt work..although it would be formatted.  RememberI was using all defaults.Sent it backAmazon sent me another one. (Amazingly fast service)...same thing.I called Amazon...they knew of no issue why my tablet wouldnt accept the card. (I would think that their customer service dept. would stay on top of these posts because I found that this was a HUGE issue)On my THIRD card I did some research.  For whatever reason for this SD card to work it must be formatted as a FAT 32 NOT an exFAT.  BUT...(this is the rub)...windows only allows for formatting either to exFAT or NTSF...(at firstI thought it was an adult swim reference).....so....that sucks....this means that I cant use this card because I cant format it properly.  But wait..theres more....there is a super easy fix....any idiot can do it.....from start to finish took me all of 45 seconds (after reading instructions)...and ta-duh.....now the micro SD card works fine. Thank-you Amazon for your excellent return policy..(super fastsuper easysuper friendly)...BUT your live customer service should know about this.  I cant fault the operator...she was nice..seemed genuinely concerned and tried to make it right)...ok.. no more stalling..here is the address of the youtube video.  link to website is in the description.[...] ...link to website in description.  I used all defaults and worked perfect.  or search youtube - convert fat32","15-01-2013","Walt","NEGATIVE","0.3947809040546417","0.5837936401367188","0.004117054399102926","0.017308367416262627","Samsung Galaxy Tab 2 - 10.1  - Did not work..had to convert from exFAT to FAT32 guide for idiots","3","1358208000"
"0","F007WTAJTQ","5","A2BGLR8HGU1E8F","Transfer speeds from just moving files to my phone as well as rooting and adding various roms was much faster than Im used to. I havent done any official benchmarking though.","24-03-2014","naptime84","POSITIVE","0.0038352019619196653","0.015598984435200691","0.06756988912820816","0.9129959940910339","Seems fast","0","1395619200"
"0","D007WTAJTR","5","A1T0VXIRCZVXKZ","Great buy for this SanDisk 16 GB memory. Worked well in my Samsung S4 smartphone. I mainly use the extra memory to save photos and music. Like the adapter that I use frequently to copies files to my desk top pc.","04-01-2014","W. B. Kristiansen","POSITIVE","3.8050086004659534e-05","4.2354120523668826e-05","0.0002554575039539486","0.9996641874313354","I saved money buying this SanDisk from Amazon that sold for double the price at Staples and Best Buys.","0","1396310400"
"0","C007WTAJTP","5","AAAY6675HRFSV","Never had a failure with SanDisk like other mfgrs.  I use this in my smartphonecomes with an SDHC adapter.  When smartphone makers stop including a micro-sd slotIll simply use this in my camera or laptop.","04-11-2013","Dagnasty","POSITIVE","0.010478843003511429","0.003272083355113864","0.09514886885881424","0.8911001086235046","super fastsuper reliable","0","1365638400"
"0","E007WTAJTS","5","A3IQ4ACJAWUK6L","What is there to be said its storing data on my phone. I just got a Sony Experia Z1 and it has such a quick response time I cant even notice. When transferring large zip packs it may take 30 seconds for about a 1GB","02-05-2014","Hancock","POSITIVE","0.004197008442133665","0.025851398706436157","0.016912082210183144","0.9530395269393921","Works Great!","0","1391558400"
"1","C007WTAJTP","5","A2T9MXX6DNMLC9","This card is one of the fastest SD cards on the market. It works great for your Samsung Galaxy Note II. No issues with installation or device recognition. Highly recommended.","22-06-2013","Cameljok","POSITIVE","4.688414264819585e-06","3.423595990170725e-05","0.00030227351817302406","0.9996588230133057","Great MicroSD card for Samsung Galaxy Note II","1","1371859200"
"0","F007WTAJTQ","5","A1GMMOIO8XWCSM","I dont know why but I just needed some space. This provided me with the space to put all my extra stuff that does not physically exist...but it exists in the realm of awesome stuff. I have space now. It worked great. I have more memory now. oh joy.","25-04-2014","Lakes02","POSITIVE","0.00040196930058300495","6.099974052631296e-05","0.0002802671806421131","0.9992567896842957","Such space. Many memory.","0","1398384000"
"0","F007WTAJTQ","5","A3KPIYXAGWMQXY","Used this in my old phone and it works great. Quick with transfer rates and loved it for the short amount of time I used it. Will probably use it for something else like a camera or something.","23-01-2014","Nate","POSITIVE","0.00039661151822656393","7.747948257019743e-05","0.00028623087564483285","0.9992398023605347","SanDisk Ultra 16 GB MicroSDHC Class 10 UHS-1 Memory Card with Adapter (SDSDQU-016G-AFFP-A) by SanDisk","0","1390435200"
"0","C007WTAJTP","5","A1NHVIBDBI15V1","its ffast light weight.. great price nothing to say here.. just a memory carduse it for my gopro hero 3 black","27-02-2014","Yonghing Fung","POSITIVE","0.006802016403526068","0.0014926993753761053","0.001974203158169985","0.9897310733795166","got this for my gopro hero 3 black","0","1393459200"
"0","C007WTAJTP","5","A186WJ3EFN42GH","Good no problems works well.","07-09-2014","Rabbis","POSITIVE","0.00019988052372355014","0.00012186147068860009","0.00024357944494113326","0.9994346499443054","Micro SD Card","0","1404864000"
"0","E007WTAJTS","4","A3T0DDOQYML4N5","Its amazing the amount of storage we are putting in micro chips these days.  I use this for my dive camera taking videos and pictures.  The chip hasnt let me down yet and no errors.","27-05-2013","G0Horns!","POSITIVE","4.240523048792966e-05","0.00013213229249231517","0.00019878923194482923","0.999626636505127","So far so good","0","1369612800"
"0","F007WTAJTQ","5","AMLWJ1D1J3MS4","I bought this memory card for my smartphone (Nokia Lumia 521) when my older 8GB micro SD card died on me (amazon basics brand).I threw on some MP3s on there to listen on my phone on my trip up the California coast since I knew some areas wouldnt have any radio or cell phone receptionand had no problems with it.I havent done any speed tests on it as Im not using it for anything that needs extreme speeds. Its has more than enough speed for capturing video and and pictures.Its a great deal for the amount of storage and its price.","30-10-2013","Nate C.","POSITIVE","0.007365760393440723","0.001256924238987267","0.003735271282494068","0.9876420497894287","Great Memory Card","0","1383091200"
"0","C007WTAJTP","5","A1LXUHHDV1QBHT","stored over 2000 pics in good quality and were transferred to laptop from tabletvery happy with San Disk Ultra","02-07-2014","Barbara","POSITIVE","0.00023169683117885143","0.0002885301655624062","0.0035340148024260998","0.9959457516670227","great quality","0","1391731200"
"0","B007WTAJTO","5","A1X45V1N1KGBPC","great deal fast data good price . you can use it for any thing . you dont need card reader it comes with one already","13-06-2013","BAGHDADI215","POSITIVE","0.0005350186838768423","1.5863663065829314e-05","0.0002899747632909566","0.9991592168807983","fast data good deal","0","1371081600"
"0","F007WTAJTQ","5","ADHTY6LJFA0RX","It works great and transfers quickly. I use it on my Dell Venue Tablet and my Polaroid XS100 action camera.","14-03-2014","oafsandwich","POSITIVE","8.563633309677243e-05","4.637691017705947e-05","0.00036436194204725325","0.9995036125183105","Great for me","0","1394755200"
"0","D007WTAJTR","4","A3K5MFM3J8R8UD","It is a memory card. It works and gets the job done. Hasnt failed on me yet *knock on wood*","25-06-2013","fantasyphile fantasyphile","POSITIVE","0.00013891293201595545","9.631324792280793e-05","0.002498948946595192","0.9972658157348633","Works","0","1372118400"
"0","C007WTAJTP","5","A7JOHG63H2O5O","Love it--so far--as I Just purchased this as Iam not into buying SDcards but now I have a Nextbook tablet and this works great for adding videos and music able to be put on this SD card.","27-08-2013","racer1","POSITIVE","0.0002370556612731889","4.3766038288595155e-05","0.00022530276328325272","0.9994938373565674","Working great so far","0","1377561600"
"0","D007WTAJTR","5","A1DZTBGEHOS6DO","I got this to expand the memory storage in my Samsung Galaxy Note 10.1. The tablet and paperwork claim to support up to 32GBbut other reviews for these cards and the Note 10.1 said that a 64GB worked just fine. And work just fine it does.I store mostly music on hereas Ive got over 22GB worth of musicwhich would have taken up most of the 32GB built in to the tablet. I also use my tablet for sheet musicso I needed to have the capability to have all that on theretoo. So this was my best solutionand so far its worked wonderfully.Andon top of thatit came with a MicroSD card to SD card adaptermaking file transfers even easier. OverallI would highlyhighly recommend this product!","08-09-2013","ECorganist","POSITIVE","0.05235776677727699","0.005658130161464214","0.021615825593471527","0.9203683733940125","Excellent solution","0","1376006400"
"0","B007WTAJTO","5","A29RI184HRX66H","I bought this to use with my go pro hero 3 black edition. It requires a class 10 MicroSDXC card. So far Ive had no issues with it. Fast read/writecame with adaptersmall packagingbut thats all it needed! Comes with a nice hard plastic case to keep both dry and together if needed.","01-04-2013","Aaron Aaron","POSITIVE","0.013820509426295757","0.00027909476193599403","0.004267401993274689","0.9816330671310425","Awesome pricegreat brand name","0","1357257600"
"0","D007WTAJTR","5","A2TYRZC2C51E2W","I have no issues with this card. It works great and now I have a ton of storage space for music and what not. Bit overkillbut thats how I like it.","27-01-2013","Fade","POSITIVE","0.08930875360965729","0.00013869075337424874","0.0005244321655482054","0.9100282192230225","Works great with Samsung Galaxy Note 2","0","1359244800"
"0","B007WTAJTO","5","A6AL9BZ0JALUP","Works as expected.  High transfer speed.  Nice to have extra microSD adapters lying around since I always seem to misplace them.  Mainly bought it to use in my Nikon DSLR since I can put the card directly into my (CM modded) Nook HD+ tablet in the field and view my images on a larger screen.","27-10-2013","Aaron","POSITIVE","0.0001273850939469412","2.7330506782163866e-05","0.0009905456099659204","0.9988546371459961","Works","0","1382832000"
"0","D007WTAJTR","5","ANIETNRXG4B27","I ordered this card for my Samsung Note 3.  I had to properly format it for my phone which was easy.  I transferred all of my pictures and music from my old card and it works like a charm.  I picked this card as it is the max the phone allows.  This card was a very good price and I got it next day during the Christmas rush even though I used my free 2 days shipping.I would buy another if I had another device to use it in.I would buy again!As usualSanDisk is affordable and works well!","21-02-2014","Yancy Smith -Yancy-","POSITIVE","0.0019431376131251454","0.000364589795935899","6.897487764945254e-05","0.9976232647895813","Great Memory Card","0","1392940800"
"0","E007WTAJTS","5","AXPX8RH5Q6YPS","I purchased this for my go pro hero 3... Its a solid cardbut unless your planning to buy several I would recommended going with the 64 gig. At the higher capture setting you can only get a little over an hour or so of video time.","22-12-2012","Ian A Jones","MIXED","0.981659471988678","0.008379639126360416","0.0014434612821787596","0.00851740874350071","Purchased for my go pro","0","1356134400"
"0","E007WTAJTS","4","AYXSOX5UDOTTY","Good productit arrived extremely fast and performs just as described. It was considerably cheaper than any other store I found. I specially like the speed of this SD Card. However do keep in mind that the speeds tend to be exaggerated. The speeds are way faster than normal SD CARD speeds and you will notice itbut not anywhere close to whats advertised. There a lot of factor that go in to consideration when it comes to the advertised speed. This is not the manufacture or seller faultbut it depends on the system that is being used.","21-07-2013","k24A8","POSITIVE","0.49735116958618164","0.0016719370614737272","0.0006376575329340994","0.5003392696380615","Works just as described","0","1374364800"
"1","C007WTAJTP","5","A2M728B5LXGSQP","Card is fast and reliable in my Galaxy Note 2 cell phone.  Copied my whole music collection to it.  No problems.","27-02-2013","QSM","POSITIVE","1.4572985492122825e-05","3.689911318360828e-05","0.0009912432869896293","0.9989572763442993","Mucho Memory!!!","1","1361923200"
"0","F007WTAJTQ","5","A46D3MTB5LIUY","I have no issues with this Micro SD.  I purchased it for use with a video camera and it does everything I would expect without any problems.  Wouldnt hesitate to purchase again.","19-03-2014","Ocean Blue","POSITIVE","6.134620343800634e-05","7.631476910319179e-05","0.00018734826880972832","0.9996750354766846","Works Great - Purchased for Video Camera Use","0","1395187200"
"0","F007WTAJTQ","5","A3VV4YJ9LMF5TK","Lots of storage for little money. There is nothing not to like...except I have to keep writing words because there is a minimum required to rate products on Amazon (probably the only thing I dont like about Amazon). I dont like thatbut this was a great deal.","06-05-2014","Landons mimi","MIXED","0.8426089882850647","0.0025517218746244907","0.000288737122900784","0.15455052256584167","Cant beat the price","0","1401926400"
"0","E007WTAJTS","5","A3SCHDQPNM5E7R","Works great on my Galaxy S3.  I have not had any issues with it in about a year of ownership.","12-01-2013","Gabriel","POSITIVE","0.00020509384921751916","0.0001272803492611274","0.0009116703877225518","0.998755931854248","Good uSD card.","0","1385856000"
"0","F007WTAJTQ","4","A3S3DWC1A77BHD","reasonable pricegood quality. not much more needs to be said.","07-01-2014","occamsrazor","POSITIVE","7.826026558177546e-05","6.583045615116134e-05","9.67516825767234e-05","0.9997592568397522","reasonable pricegood quality","0","1404172800"
"0","E007WTAJTS","5","A3AJEBW4AK4TWB","Works great and faster than a conventional memory card. videospictures and access run smoother. highly recomnended for those who are in need of great space.","14-03-2014","Ian Pimentel","POSITIVE","1.941825212270487e-05","3.39877515216358e-05","0.0002360543148824945","0.9997105002403259","Worked Great with Samsung Galaxy S3","0","1394755200"
"0","D007WTAJTR","5","A280KHZO2L7GKA","I use this in my Galaxy S3 so that I can carry all my MP3s that are on my iPOD classic (45GB).The only complaint I have is not with this unitbut with smartphones in general.  They are still to sensitive to be used as a true mp3 player replacement.  If you are not too carefulyou may crack the screen on your phone if you try to use it as an all-purpose media player.My ipod classic is five years old and it has yet to have its screen crack on me.  It definitely hold up better at the gym than my phone.  Anywaythis SDXC card is great.","17-12-2012","V. Aub","MIXED","0.6361756324768066","0.03958704322576523","0.004080950282514095","0.320156455039978","Great Mass storage device for your smartphone","0","1355702400"
"0","C007WTAJTP","1","A2SVI2JSSMA3PS","Hello Great cardgreat price. Plenty of speed and worked for...about a year. In factI wish it had stopped working a month earlier.It looks like Sandisk is out to make sure their cards stop working perfectly after the return window is up or somethingbecause now on the end of December (Return window expired about 20 days ago) this thing only intermittently is recognized. It unmounts all the time in my phone and then gets remountedand usually it doesnt even remount.While it was a good priceit was a good price for a name brand card that would have lasted longer than a year instead of Sandisk going &#34;ahaha got you goodnow you have to buy another expensive name-brand card!&#34;NopeIll buy a cheaper alternative and itll probably last longer. I still have some Kingstons going strong.","26-12-2013","Zackariah Zielieke","MIXED","0.8178051114082336","0.151105135679245","0.0003669183643069118","0.03072279877960682","It worked good until return policy was out","1","1388016000"
"0","E007WTAJTS","5","A3P95KM65RH5ND","I needed more memory because my phone kept telling me I was short on memory. This is more than enough memory and I have so many pictures on my phone now! This was a good buy!","21-02-2014","Kate White L White","POSITIVE","9.61641562753357e-05","0.0004474175220821053","0.0001603137206984684","0.9992960691452026","Perfect for my phone for more memory!","0","1392940800"
"0","D007WTAJTR","5","A259A4DBGL23F3","I bought this for my Samsung Note 3 so I could store my entire music library on my phone. All I had to do was pop the coverand put it in the microSD slotand it worked perfectly! My phone now has 96GB of storage. Take that iPhone!","05-10-2014","EAC","POSITIVE","0.0001489069254603237","0.0006586075760424137","0.0008771319407969713","0.9983153343200684","I am still amazed at how much this thing can store!","0","1399680000"
"0","E007WTAJTS","1","AYQ1LKYKODTNC","After a small preasure while trying to remove it from a device it got brokenAlsothe I/O speed is not amazingeven for a Class 10","04-08-2013","Ignacio","NEGATIVE","0.0024801972322165966","0.9959067106246948","0.000685567909386009","0.0009274176554754376","Gets easily broken","0","1365379200"
"0","D007WTAJTR","5","ANKW9L1GU0HTB","I had no problems transferring stuff over to it including 30 GB of songs.  It was much faster than offbrand.  I got this in 12/2012.update: 8/2013:  I got my wife a new samsung galaxy S4.  Her old phone would only do 720p video and didnt have a nice camera.  My wife is really into her photosso I was concerned it wouldnt keep up with the fancier camera.  After loading my now 33 GB of songs I got even more concerned in wouldnt keep up with the fancy new camera.  I bought one of the sandisk 64 GB extreme cards and was amazed at speed difference copying songs.  Due to prior problems with generic cardsIll only buy sandisk in future.Nothing was wrong with the ultra cardit just didnt seem up to par to fully take advantage of the latest/greatest phone technology.  Shes going to carry the old card in purse in case she fills first one.","19-06-2013","Dale Basemann linkinlogin","NEGATIVE","0.39054250717163086","0.4393896758556366","0.007705118507146835","0.16236262023448944","Worked great for my wifes Droid 3","0","1371600000"
"0","D007WTAJTR","5","AVKDNIKIX452Y","I wish I could install one of these in my head.  But I will have to settle for installing it in my brain.  The increased memory for my tablet has been great allowing me to use it for many things.","09-04-2013","FawnM","POSITIVE","0.12797054648399353","0.004665770102292299","0.0021492252126336098","0.865214467048645","More Memory","0","1378252800"
"0","E007WTAJTS","5","A2TX1WQFAVHSSK","So far I have not have any problems with this memorythe transfer speed is good and it works just great on my Samsung Note 8","29-05-2013","J03L","POSITIVE","0.0004425403312779963","0.0001339820009889081","0.0003665951662696898","0.999056875705719","Great Memory","0","1369785600"
"0","C007WTAJTP","5","A1TRU7O0PSSSP7","Overalla great purchase with a reasonable price. I have bought 4 units and all working well in various devices","27-04-2014","Calvin","POSITIVE","4.9939433665713295e-05","6.288066651904956e-05","0.0002744995872490108","0.9996126294136047","Great performance with great price","0","1398556800"
"0","B007WTAJTO","4","A3SBTW3WS4IQSN","No issues.","23-07-2014","","POSITIVE","5.568235428654589e-05","0.00013626465806737542","0.008523995988070965","0.9912841320037842","Four Stars","0","1406073600"
"0","F007WTAJTQ","5","A2UGAIX0KSDJSE","Hasnt even blinked in my MP3 playerand gave me loads of room for expanding my library.  I trust the SanDisk name with all my electronic gear.","12-08-2013","PA Pete","POSITIVE","0.0020751215051859617","0.06888990849256516","0.013482419773936272","0.9155524969100952","As usualSanDisk delivers a quality product","0","1386460800"
"0","D007WTAJTR","5","A3TGY6ZWPMOPHE","So far i havent had any issues. Its working and is compatible with my phone. Quick shipping. Im satisfied with my purchase","16-09-2013","yali g","POSITIVE","1.7143436707556248e-05","2.381822014285717e-05","0.0002289579133503139","0.9997300505638123","16gb micro","0","1379289600"
"0","B007WTAJTO","5","A3PSG14OAK2A5F","My Android tablet is a toy; there is nothing crucial on it. I plan on downloading maps for traveland need more storage.I rooted my tabletchanged two lines in a control fileand now it sees the external card as the internal card (and vice versa). When I save apps and/or data to the SD cardeverything goes to the 32GB SanDisk Ultra MicroSDHC card instead of the puny internal store! Woo-hoo!DISCLAIMER: Rooting a device usually voids its warranty. I am not condoning such actionnor am I responsible for the results of such action. The responsibility is yours.The tiny card fit into the tiny slot on my 9&#34;-screened tabletand is invisible once installed. But we both know its there! I couldnt be happierand until that changesthis is my endorsement of the SDHC card.","18-06-2014","Badotz Badotz","MIXED","0.6749886274337769","0.20857635140419006","0.032177362591028214","0.08425770699977875","My Android tablet is all growed up!","0","1403049600"
"0","C007WTAJTP","5","A1TL1P030KYGAD","From what Ive readsome Galaxy users have had problems with MicroSD cardsbut this one works great so far; lots of apps are willing to store their data on itand Samsungs built-in camera is able to put its photos there instead of in the system memoryso it helps free up a lot of space for apps and things that have to be in the system memory. Ive put all my MP3s on the card as well and they play back perfectly using both the Samsung music app and Google Music.","15-08-2013","Dagmar Miura","POSITIVE","0.08316271007061005","0.0010378251317888498","0.0014212545938789845","0.9143782258033752","works perfectly with Galaxy S4","0","1376524800"
"0","B007WTAJTO","5","A2IDCSC6NVONIZ","Its mini storage.  It doesnt do anything else and its not supposed to.  I purchased it to add additional storage to my Microsoft Surface Pro tablet which only come in 64 and 128 GB.  It does what its supposed to and SanDisk has a long standing reputation that speaks for itself.","29-04-2013","2Cents!","MIXED","0.48397690057754517","0.04792573302984238","0.01949281245470047","0.448604553937912","Not a lot to really be said","0","1367193600"
"0","F007WTAJTQ","5","A3TFQNPJ8F6ET1","Very fastno problem in work. Im very content with his performanceprice and all of my file has enough space for the next year as well.","31-05-2013","Nandor","POSITIVE","3.053661930607632e-05","3.0806193535681814e-05","0.0004747289640363306","0.9994638562202454","Perfect","0","1369958400"
"0","F007WTAJTQ","5","A2TYY8YPS1X128","Works on my Samsung Galaxy Note II. SanDisk is a product you can trust. Cheapest price I could find. Thanks!","28-12-2012","Sal","POSITIVE","5.164859976503067e-05","0.0002897236554417759","0.0016911852871999145","0.9979674220085144","MicroSD 64GB","0","1356652800"
"0","F007WTAJTQ","5","A18MKVZDPEFYDB","I love the card unfortunately my note 2 does not allow app install on the SD therefore i have not been able to fully test this card","01-03-2013","Salim C. El-hayek","MIXED","0.9806473255157471","0.00979098305106163","0.0009892815724015236","0.00857253186404705","microSD","0","1357171200"
"0","F007WTAJTQ","5","A2ZW3HX7670JFE","The card was perfect.Bought it for my Virgin Moble Smart phone as it only had a 2 gig card in it.Their Geek squad told me I needed a larger card as my memory to download applications was almost out!! (Only had 2 dowloads on it!!!).After purchasing and  inserting the expensive cardI got the same screen --- can not download applicationas memory is almost filled.Turned out the memory card has no bearing on applications being downloaded - they are  stored on internal built in memory.Seems the phone I was suggested to purchase only has 2 gigs of internal memory.Was not told to me when I got it","03-04-2014","Parkhiker","MIXED","0.6010559797286987","0.22856801748275757","0.0007582007092423737","0.16961784660816193","Great card but waste of money","1","1393891200"
"0","F007WTAJTQ","5","A2GNBHAJRCS0I5","This card is so small and yet holds this much storage. No problems with speed or reliability. Can definitely recommend.","06-07-2013","Papadirk","POSITIVE","0.00017617047706153244","0.00019275756494607776","0.00010122062667505816","0.9995298385620117","reliable. Can recommend","0","1370563200"
