"ReviewID","Sentiment","KeyPhrases"
"A10B2J2IRQXBWA","POSITIVE","my music"
"A10B2J2IRQXBWA","POSITIVE","quality"
"A10B2J2IRQXBWA","POSITIVE","price"
"AK821DBWBPF5Y","POSITIVE","works"
"AK821DBWBPF5Y","POSITIVE","the newer products"
"AK821DBWBPF5Y","POSITIVE","a increase"
"AK821DBWBPF5Y","POSITIVE","speed"
"AK821DBWBPF5Y","POSITIVE","my note 2"
"AK821DBWBPF5Y","POSITIVE","8"
"AK821DBWBPF5Y","POSITIVE","previous version"
"AK821DBWBPF5Y","POSITIVE","sandisk micro sd"
"A9X0UM3Q1WAMT","POSITIVE","this sandisk ultra 32 gb micro sdhc memory card"
"A9X0UM3Q1WAMT","POSITIVE","my go pro hero white edition"
"A9X0UM3Q1WAMT","POSITIVE","and works"
"A9X0UM3Q1WAMT","POSITIVE","perfecly"
"A1R0LNM873ALSV","POSITIVE","great card"
"A1R0LNM873ALSV","POSITIVE","fast write times"
"A1R0LNM873ALSV","POSITIVE","excellent"
"A1R0LNM873ALSV","POSITIVE","dslr or gopro camera"
"A1R0LNM873ALSV","POSITIVE","both photos and movies"
"A2XZM6IEU8R4UH","POSITIVE","easy installation"
"A2XZM6IEU8R4UH","POSITIVE","immediate functionality"
"A2XZM6IEU8R4UH","POSITIVE","great way"
"A2XZM6IEU8R4UH","POSITIVE","my phone"
"A2XZM6IEU8R4UH","POSITIVE","photo storage capacity"
"A2XZM6IEU8R4UH","POSITIVE","this purchase"
"A3QV698W7K3DMX","POSITIVE","the micro card"
"A3QV698W7K3DMX","POSITIVE","a snap"
"A3QV698W7K3DMX","POSITIVE","my tablet"
"A3QV698W7K3DMX","POSITIVE","the extra storage"
"A3QV698W7K3DMX","POSITIVE","sandisk cards"
"A3QV698W7K3DMX","POSITIVE","all my cameras"
"A3QV698W7K3DMX","POSITIVE","quality products"
"A3QV698W7K3DMX","POSITIVE","this one"
"A3QV698W7K3DMX","POSITIVE","a great price"
"AWNYBOENG7FJA","MIXED","a back"
"AWNYBOENG7FJA","MIXED","my gopro hero 3.one"
"AWNYBOENG7FJA","MIXED","amazon"
"AWNYBOENG7FJA","MIXED","the other"
"AWNYBOENG7FJA","MIXED","a gift"
"AWNYBOENG7FJA","MIXED","bb.both"
"AWNYBOENG7FJA","MIXED","my cameras"
"AWNYBOENG7FJA","MIXED","gopro"
"AWNYBOENG7FJA","MIXED","new update.kept"
"AWNYBOENG7FJA","MIXED","a sderri"
"AWNYBOENG7FJA","MIXED","no problem.note"
"AWNYBOENG7FJA","MIXED","boot-legged products"
"AWNYBOENG7FJA","MIXED","all the items"
"AWNYBOENG7FJA","MIXED","amazon/prime and beyondhave"
"AWNYBOENG7FJA","MIXED","a bad batch.gopro"
"AWNYBOENG7FJA","MIXED","hx"
"AWNYBOENG7FJA","MIXED","hc"
"AWNYBOENG7FJA","MIXED","xc and"
"AWNYBOENG7FJA","MIXED","extreme micro cards"
"A1OATGH4DF0RF0","POSITIVE","class 10 speed rating"
"A1OATGH4DF0RF0","POSITIVE","seamless full hd videothe sandisk ultra uhs-i card"
"A1OATGH4DF0RF0","POSITIVE","class 10"
"A1OATGH4DF0RF0","POSITIVE","uhs"
"A1OATGH4DF0RF0","POSITIVE","1"
"A1OATGH4DF0RF0","POSITIVE","u1"
"A1OATGH4DF0RF0","POSITIVE","rating"
"A1OATGH4DF0RF0","POSITIVE","the highest video performance"
"A1OATGH4DF0RF0","POSITIVE","recording"
"A1OATGH4DF0RF0","POSITIVE","uninterrupted full hd** video.flawless app performancethis card"
"A1OATGH4DF0RF0","POSITIVE","stored data"
"A1OATGH4DF0RF0","POSITIVE","its up to"
"A1OATGH4DF0RF0","POSITIVE","30mb/s"
"A1OATGH4DF0RF0","POSITIVE","capability and fast bus interface"
"A1OATGH4DF0RF0","POSITIVE","the sandisk ultra microsdhc and microsdxc uhs-i cards"
"A1OATGH4DF0RF0","POSITIVE","faster app loading"
"A1OATGH4DF0RF0","POSITIVE","smoother"
"A1OATGH4DF0RF0","POSITIVE","more fluid app performance.storage capacities"
"A1OATGH4DF0RF0","POSITIVE","64gbthis card"
"A1OATGH4DF0RF0","POSITIVE","plenty"
"A1OATGH4DF0RF0","POSITIVE","room"
"A1OATGH4DF0RF0","POSITIVE","full hd videos"
"A1OATGH4DF0RF0","POSITIVE","mp3s"
"A1OATGH4DF0RF0","POSITIVE","apps"
"A1OATGH4DF0RF0","POSITIVE","other memory-intensive mobile files"
"A1OATGH4DF0RF0","POSITIVE","sizes"
"A1OATGH4DF0RF0","POSITIVE","64gb"
"A1OATGH4DF0RF0","POSITIVE","all the apps"
"A1OATGH4DF0RF0","POSITIVE","music"
"A1OATGH4DF0RF0","POSITIVE","video"
"A1OATGH4DF0RF0","POSITIVE","app"
"A1OATGH4DF0RF0","POSITIVE","easy file managementthe"
"A1OATGH4DF0RF0","POSITIVE","sandisk memory zone app"
"A1OATGH4DF0RF0","POSITIVE","your digital files"
"A1OATGH4DF0RF0","POSITIVE","your phone"
"A1OATGH4DF0RF0","POSITIVE","memory"
"A1OATGH4DF0RF0","POSITIVE","additional memory card"
"A1OATGH4DF0RF0","POSITIVE","cloud service"
"A1OATGH4DF0RF0","POSITIVE","one convenient place"
"A1OATGH4DF0RF0","POSITIVE","the app"
"A1OATGH4DF0RF0","POSITIVE","files"
"A1OATGH4DF0RF0","POSITIVE","your card"
"A1OATGH4DF0RF0","POSITIVE","a number"
"A1OATGH4DF0RF0","POSITIVE","cloud storage services.durable designsandisk ultra uhs-i memory cards"
"A1OATGH4DF0RF0","POSITIVE","memories"
"A1OATGH4DF0RF0","POSITIVE","-13 to 185 degrees fahrenheit"
"A1OATGH4DF0RF0","POSITIVE","a shockproof"
"A1OATGH4DF0RF0","POSITIVE","waterproof"
"A1OATGH4DF0RF0","POSITIVE","x-ray-proof design"
"A1OATGH4DF0RF0","POSITIVE","your mobile device"
"A1OATGH4DF0RF0","POSITIVE","your sandisk memory card"
"A1IIFU05LM2VK8","POSITIVE","this card"
"A1IIFU05LM2VK8","POSITIVE","my nokia lumia 820"
"A1IIFU05LM2VK8","POSITIVE","a year"
"A1IIFU05LM2VK8","POSITIVE","decent speed"
"A1IIFU05LM2VK8","POSITIVE","no issues"
"A3DRTVU4CMKYAZ","POSITIVE","the class"
"A3DRTVU4CMKYAZ","POSITIVE","the memory"
"A3DRTVU4CMKYAZ","POSITIVE","a fast card"
"A3DRTVU4CMKYAZ","POSITIVE","that expense"
"A3DRTVU4CMKYAZ","POSITIVE","my opinion"
"A3DRTVU4CMKYAZ","POSITIVE","a compact package"
"A3DRTVU4CMKYAZ","POSITIVE","sandisk"
"A3DRTVU4CMKYAZ","POSITIVE","a brand name"
"A3DRTVU4CMKYAZ","POSITIVE","the extra buck"
"A3DRTVU4CMKYAZ","POSITIVE","sandisk"
"A3DRTVU4CMKYAZ","POSITIVE","8mb cf cards"
"A3DRTVU4CMKYAZ","POSITIVE","#8230"
"A2CBOTHF2PZW9M","NEGATIVE","just 23 usd"
"A2CBOTHF2PZW9M","NEGATIVE","the best option"
"A2CBOTHF2PZW9M","NEGATIVE","a 10 class micro sd"
"A2CBOTHF2PZW9M","NEGATIVE","32gb.update"
"A2CBOTHF2PZW9M","NEGATIVE","11-08-2013do"
"A2CBOTHF2PZW9M","NEGATIVE","a samsung galaxy s3"
"A2CBOTHF2PZW9M","NEGATIVE","an issue"
"A2CBOTHF2PZW9M","NEGATIVE","the phone"
"A2CBOTHF2PZW9M","NEGATIVE","an this particular reference"
"A2CBOTHF2PZW9M","NEGATIVE","a while"
"A2CBOTHF2PZW9M","NEGATIVE","the microsd card"
"A2CBOTHF2PZW9M","NEGATIVE","its data"
"A2CBOTHF2PZW9M","NEGATIVE","the card"
"A2CBOTHF2PZW9M","NEGATIVE","the phone"
"A2CBOTHF2PZW9M","NEGATIVE","a notification"
"A2CBOTHF2PZW9M","NEGATIVE","the card"
"A2CBOTHF2PZW9M","NEGATIVE","your data"
"A2CBOTHF2PZW9M","NEGATIVE","the microsd card"
"A2CBOTHF2PZW9M","NEGATIVE","your phone"
"A2CBOTHF2PZW9M","NEGATIVE","other device"
"A3QMZJARX8M858","POSITIVE","these cards"
"A3QMZJARX8M858","POSITIVE","the gopro hero 3+"
"A3QMZJARX8M858","POSITIVE","the bigger card"
"A3QMZJARX8M858","POSITIVE","two smaller cards"
"A3QMZJARX8M858","POSITIVE","that way"
"A3QMZJARX8M858","POSITIVE","data"
"A3QMZJARX8M858","POSITIVE","my laptop"
"A3QMZJARX8M858","POSITIVE","the other card"
"A3QMZJARX8M858","POSITIVE","an un-assisted"
"A3QMZJARX8M858","POSITIVE","large record"
"A3QMZJARX8M858","POSITIVE","a time-lapse"
"A3QMZJARX8M858","POSITIVE","the bigger card"
"A3QMZJARX8M858","POSITIVE","my usage"
"A3QMZJARX8M858","POSITIVE","no hiccups or problems"
"A3QMZJARX8M858","POSITIVE","the faster"
"A3QMZJARX8M858","POSITIVE","more beefy shooting settings"
"AR56FH89ICWT9","POSITIVE","a few"
"AR56FH89ICWT9","POSITIVE","tablets and phones"
"AR56FH89ICWT9","POSITIVE","movies"
"AR56FH89ICWT9","POSITIVE","a trip"
"AR56FH89ICWT9","POSITIVE","a camera"
"AR56FH89ICWT9","POSITIVE","video"
"AR56FH89ICWT9","POSITIVE","the clips"
"A1FCMWIRX04X5B","POSITIVE","any large size storage"
"A1FCMWIRX04X5B","POSITIVE","the one or two gig cards"
"A1FCMWIRX04X5B","POSITIVE","the cheapest"
"A1FCMWIRX04X5B","POSITIVE","no name brand"
"A20H8QNUJZNFAN","POSITIVE","amazing price"
"A20H8QNUJZNFAN","POSITIVE","this micro sd"
"A20H8QNUJZNFAN","POSITIVE","brings"
"A20H8QNUJZNFAN","POSITIVE","adapter"
"A20H8QNUJZNFAN","POSITIVE","class 10"
"A20H8QNUJZNFAN","POSITIVE","great product"
"A20H8QNUJZNFAN","POSITIVE","this purchase"
"A3K8V7WFKJBQWG","MIXED","constant use"
"A3K8V7WFKJBQWG","MIXED","my samsung ativ 700t"
"A3K8V7WFKJBQWG","MIXED","january"
"A3K8V7WFKJBQWG","MIXED","narry"
"A3K8V7WFKJBQWG","MIXED","a problem"
"A3K8V7WFKJBQWG","MIXED","my third one"
"A3MXAF2K5ESX6F","POSITIVE","this upgraded card"
"A3MXAF2K5ESX6F","POSITIVE","my razr maxx hd"
"A3MXAF2K5ESX6F","POSITIVE","the entire card"
"A3MXAF2K5ESX6F","POSITIVE","my entire music library"
"A3MXAF2K5ESX6F","POSITIVE","my phone"
"A3MXAF2K5ESX6F","POSITIVE","about 5 gigs"
"A3MXAF2K5ESX6F","POSITIVE","music"
"A3MXAF2K5ESX6F","POSITIVE","a class 10 card"
"A3MXAF2K5ESX6F","POSITIVE","any lag"
"A3MXAF2K5ESX6F","POSITIVE","files"
"A3MXAF2K5ESX6F","POSITIVE","great card"
"A3MXAF2K5ESX6F","POSITIVE","the price"
"A1ST94P7R4IM4L","NEGATIVE","the 32gb sandisk ultra micro sd card"
"A1ST94P7R4IM4L","NEGATIVE","amazon"
"A1ST94P7R4IM4L","NEGATIVE","my samsung tablet"
"A1ST94P7R4IM4L","NEGATIVE","files"
"A1ST94P7R4IM4L","NEGATIVE","a usb cable"
"A1ST94P7R4IM4L","NEGATIVE","wifi"
"A1ST94P7R4IM4L","NEGATIVE","the file transfer"
"A1ST94P7R4IM4L","NEGATIVE","every one"
"A1ST94P7R4IM4L","NEGATIVE","multiple attempts"
"A1ST94P7R4IM4L","NEGATIVE","different file types"
"A1ST94P7R4IM4L","NEGATIVE","numbers"
"A1ST94P7R4IM4L","NEGATIVE","files"
"A1ST94P7R4IM4L","NEGATIVE","just a single file"
"A1ST94P7R4IM4L","NEGATIVE","loading"
"A1ST94P7R4IM4L","NEGATIVE","files"
"A1ST94P7R4IM4L","NEGATIVE","the card"
"A1ST94P7R4IM4L","NEGATIVE","my pc"
"A1ST94P7R4IM4L","NEGATIVE","the tablet"
"A1ST94P7R4IM4L","NEGATIVE","the card"
"A1ST94P7R4IM4L","NEGATIVE","my pc"
"A1ST94P7R4IM4L","NEGATIVE","the tablet"
"A1ST94P7R4IM4L","NEGATIVE","the same result"
"A1ST94P7R4IM4L","NEGATIVE","a few tries"
"A1ST94P7R4IM4L","NEGATIVE","the tablet"
"A1ST94P7R4IM4L","NEGATIVE","the card"
"A1ST94P7R4IM4L","NEGATIVE","the card"
"A1ST94P7R4IM4L","NEGATIVE","an a/b/a"
"A1ST94P7R4IM4L","NEGATIVE","an old 8gb sandisk micro sd card"
"A1ST94P7R4IM4L","NEGATIVE","files"
"A1ST94P7R4IM4L","NEGATIVE","files"
"A1ST94P7R4IM4L","NEGATIVE","everthing"
"A1ST94P7R4IM4L","NEGATIVE","the 32gb sandisk ultra card"
"A1ST94P7R4IM4L","NEGATIVE","the tablet"
"A1ST94P7R4IM4L","NEGATIVE","the same problems"
"A1ST94P7R4IM4L","NEGATIVE","the sandisk ultra card"
"A1ST94P7R4IM4L","NEGATIVE","the old 8gb card"
"A1ST94P7R4IM4L","NEGATIVE","a hiccup.the good thing"
"A1ST94P7R4IM4L","NEGATIVE","amazon"
"A1ST94P7R4IM4L","NEGATIVE","return policy"
"A2Q3ICGWZLY3JJ","MIXED","file writes"
"A2Q3ICGWZLY3JJ","MIXED","a bit"
"A2Q3ICGWZLY3JJ","MIXED","a usb3 reader.also"
"A2Q3ICGWZLY3JJ","MIXED","the card"
"A2Q3ICGWZLY3JJ","MIXED","the standard-size sd adapter"
"A2Q3ICGWZLY3JJ","MIXED","15 mb/s vs 10 write"
"A2Q3ICGWZLY3JJ","MIXED","45 mb/s vs 22 mb/s read"
"A2Q3ICGWZLY3JJ","MIXED","the same card reader"
"A3H99DFEG68SR","POSITIVE","a diff"
"A3H99DFEG68SR","POSITIVE","64gb card"
"A3H99DFEG68SR","POSITIVE","3 months.this one"
"A3H99DFEG68SR","POSITIVE","my s3"
"A3H99DFEG68SR","POSITIVE","my note3"
"A3H99DFEG68SR","POSITIVE","*** update 3/21/14i"
"A3H99DFEG68SR","POSITIVE","a few months"
"A3H99DFEG68SR","POSITIVE","zero issue"
"A3H99DFEG68SR","POSITIVE","my s3"
"A3H99DFEG68SR","POSITIVE","my note3"
"A3H99DFEG68SR","POSITIVE","a note2"
"A3H99DFEG68SR","POSITIVE","this card"
"AU0QTPK0WHV0B","NEGATIVE","the only thing"
"AU0QTPK0WHV0B","NEGATIVE","this product"
"AU0QTPK0WHV0B","NEGATIVE","andiod"
"AU0QTPK0WHV0B","NEGATIVE","windows machines"
"AU0QTPK0WHV0B","NEGATIVE","fat32"
"AU0QTPK0WHV0B","NEGATIVE","winwods machines"
"AU0QTPK0WHV0B","NEGATIVE","files"
"AU0QTPK0WHV0B","NEGATIVE","the format program"
"AU0QTPK0WHV0B","NEGATIVE","win"
"AU0QTPK0WHV0B","NEGATIVE","ntfs and exfat"
"AU0QTPK0WHV0B","NEGATIVE","andriod"
"AU0QTPK0WHV0B","NEGATIVE","fat32"
"A33QOSYADK6BWK","POSITIVE","great product and price"
"A33QOSYADK6BWK","POSITIVE","sandisc"
"A33QOSYADK6BWK","POSITIVE","my cell phone"
"A33QOSYADK6BWK","POSITIVE","the 8gb"
"A33QOSYADK6BWK","POSITIVE","my video"
"A33QOSYADK6BWK","POSITIVE","2+ hours"
"A33QOSYADK6BWK","POSITIVE","the 32gb"
"A33QOSYADK6BWK","POSITIVE","20 minutes"
"A33QOSYADK6BWK","POSITIVE","w/8gb"
"A33QOSYADK6BWK","POSITIVE","&#34"
"A33QOSYADK6BWK","POSITIVE","super fine"
"A33QOSYADK6BWK","POSITIVE","#34"
"A33QOSYADK6BWK","POSITIVE","mode"
"A33QOSYADK6BWK","POSITIVE","all the rest"
"A33QOSYADK6BWK","POSITIVE","my sandisc memory card"
"A33QOSYADK6BWK","POSITIVE","years"
"A33QOSYADK6BWK","POSITIVE","100%"
"A33I94Z5A904LH","NEGATIVE","3 months.i"
"A33I94Z5A904LH","NEGATIVE","a galaxy s3 phone"
"A33I94Z5A904LH","NEGATIVE","this brand"
"A33I94Z5A904LH","NEGATIVE","an issue"
"A33I94Z5A904LH","NEGATIVE","this model.i"
"A33I94Z5A904LH","NEGATIVE","the information"
"A18K1ODH1I2MVB","POSITIVE","my device"
"A18K1ODH1I2MVB","POSITIVE","too much phone memory"
"A18K1ODH1I2MVB","POSITIVE","a lot"
"A18K1ODH1I2MVB","POSITIVE","stuff"
"A18K1ODH1I2MVB","POSITIVE","a no brainer"
"AQC5K5BDHWQXR","POSITIVE","this little gem"
"AQC5K5BDHWQXR","POSITIVE","my new nook hd"
"AQC5K5BDHWQXR","POSITIVE","....wow"
"AQC5K5BDHWQXR","POSITIVE","larger capacity tablets"
"AQC5K5BDHWQXR","POSITIVE","the smallest amount"
"AQC5K5BDHWQXR","POSITIVE","gigs"
"AQC5K5BDHWQXR","POSITIVE","these little dudes"
"A2K18NB5KZW7Y6","POSITIVE","this micro card"
"A2K18NB5KZW7Y6","POSITIVE","the phone"
"A2K18NB5KZW7Y6","POSITIVE","any problems"
"A2K18NB5KZW7Y6","POSITIVE","this card"
"A2MDYGR9DM85LJ","POSITIVE","sandisk"
"A2MDYGR9DM85LJ","POSITIVE","the best"
"A2MDYGR9DM85LJ","POSITIVE","the take care"
"A2MDYGR9DM85LJ","POSITIVE","the quality"
"A2MDYGR9DM85LJ","POSITIVE","the packing"
"A12P4PSWWXUYA0","NEGATIVE","buyer"
"A12P4PSWWXUYA0","NEGATIVE","card unreadable"
"A12P4PSWWXUYA0","NEGATIVE","luck"
"A12P4PSWWXUYA0","NEGATIVE","many others"
"A12P4PSWWXUYA0","NEGATIVE","fat32"
"A12P4PSWWXUYA0","NEGATIVE","window 7"
"A12P4PSWWXUYA0","NEGATIVE","same issues"
"AARXTOFZEI7O","POSITIVE","the heat"
"AARXTOFZEI7O","POSITIVE","cold"
"A35C94Z6E899I3","POSITIVE","wrong card"
"A35C94Z6E899I3","POSITIVE","this card"
"A35C94Z6E899I3","POSITIVE","a trip"
"A35C94Z6E899I3","POSITIVE","it and it"
"A35C94Z6E899I3","POSITIVE","tablet"
"A35C94Z6E899I3","POSITIVE","files"
"A35C94Z6E899I3","POSITIVE","about a month"
"A1GUPXR3NSTT9Q","NEGATIVE","the samsung galaxy tab 2 10.1i"
"A1GUPXR3NSTT9Q","NEGATIVE","the 64g microsd card"
"A1GUPXR3NSTT9Q","NEGATIVE","mind"
"A1GUPXR3NSTT9Q","NEGATIVE","computers"
"A1GUPXR3NSTT9Q","NEGATIVE","the device"
"A1GUPXR3NSTT9Q","NEGATIVE","the tablet"
"A1GUPXR3NSTT9Q","NEGATIVE","my computer...."
"A1GUPXR3NSTT9Q","NEGATIVE","wouldnt"
"A1GUPXR3NSTT9Q","NEGATIVE","amazon"
"A1GUPXR3NSTT9Q","NEGATIVE","another one"
"A1GUPXR3NSTT9Q","NEGATIVE","amazingly fast service"
"A1GUPXR3NSTT9Q","NEGATIVE","same thing.i"
"A1GUPXR3NSTT9Q","NEGATIVE","amazon"
"A1GUPXR3NSTT9Q","NEGATIVE","no issue"
"A1GUPXR3NSTT9Q","NEGATIVE","my tablet"
"A1GUPXR3NSTT9Q","NEGATIVE","the card"
"A1GUPXR3NSTT9Q","NEGATIVE","their customer service dept."
"A1GUPXR3NSTT9Q","NEGATIVE","top"
"A1GUPXR3NSTT9Q","NEGATIVE","these posts"
"A1GUPXR3NSTT9Q","NEGATIVE","a huge issue"
"A1GUPXR3NSTT9Q","NEGATIVE","my third card"
"A1GUPXR3NSTT9Q","NEGATIVE","some research"
"A1GUPXR3NSTT9Q","NEGATIVE","whatever reason"
"A1GUPXR3NSTT9Q","NEGATIVE","this sd card"
"A1GUPXR3NSTT9Q","NEGATIVE","a fat 32 not"
"A1GUPXR3NSTT9Q","NEGATIVE","an exfat"
"A1GUPXR3NSTT9Q","NEGATIVE","the rub"
"A1GUPXR3NSTT9Q","NEGATIVE","windows"
"A1GUPXR3NSTT9Q","NEGATIVE","exfat or ntsf"
"A1GUPXR3NSTT9Q","NEGATIVE","an adult swim reference"
"A1GUPXR3NSTT9Q","NEGATIVE","this card"
"A1GUPXR3NSTT9Q","NEGATIVE","a super easy fix"
"A1GUPXR3NSTT9Q","NEGATIVE","any idiot"
"A1GUPXR3NSTT9Q","NEGATIVE","start"
"A1GUPXR3NSTT9Q","NEGATIVE","45 seconds"
"A1GUPXR3NSTT9Q","NEGATIVE","reading instructions"
"A1GUPXR3NSTT9Q","NEGATIVE","ta-duh"
"A1GUPXR3NSTT9Q","NEGATIVE","the micro sd card"
"A1GUPXR3NSTT9Q","NEGATIVE","thank-you amazon"
"A1GUPXR3NSTT9Q","NEGATIVE","your excellent return policy"
"A1GUPXR3NSTT9Q","NEGATIVE","super fast"
"A1GUPXR3NSTT9Q","NEGATIVE","super easy"
"A1GUPXR3NSTT9Q","NEGATIVE","super friendly"
"A1GUPXR3NSTT9Q","NEGATIVE","your live customer service"
"A1GUPXR3NSTT9Q","NEGATIVE","the operator"
"A1GUPXR3NSTT9Q","NEGATIVE","no more"
"A1GUPXR3NSTT9Q","NEGATIVE","the address"
"A1GUPXR3NSTT9Q","NEGATIVE","the youtube video"
"A1GUPXR3NSTT9Q","NEGATIVE","link"
"A1GUPXR3NSTT9Q","NEGATIVE","website"
"A1GUPXR3NSTT9Q","NEGATIVE","the description"
"A1GUPXR3NSTT9Q","NEGATIVE","link"
"A1GUPXR3NSTT9Q","NEGATIVE","website"
"A1GUPXR3NSTT9Q","NEGATIVE","description"
"A1GUPXR3NSTT9Q","NEGATIVE","all defaults"
"A2BGLR8HGU1E8F","POSITIVE","transfer speeds"
"A2BGLR8HGU1E8F","POSITIVE","files"
"A2BGLR8HGU1E8F","POSITIVE","my phone"
"A2BGLR8HGU1E8F","POSITIVE","various roms"
"A2BGLR8HGU1E8F","POSITIVE","any official benchmarking"
"A1T0VXIRCZVXKZ","POSITIVE","great"
"A1T0VXIRCZVXKZ","POSITIVE","this sandisk 16 gb memory"
"A1T0VXIRCZVXKZ","POSITIVE","my samsung s4 smartphone"
"A1T0VXIRCZVXKZ","POSITIVE","the extra memory"
"A1T0VXIRCZVXKZ","POSITIVE","photos and music"
"A1T0VXIRCZVXKZ","POSITIVE","the adapter"
"A1T0VXIRCZVXKZ","POSITIVE","copies files"
"A1T0VXIRCZVXKZ","POSITIVE","my desk top pc"
"AAAY6675HRFSV","POSITIVE","a failure"
"AAAY6675HRFSV","POSITIVE","sandisk"
"AAAY6675HRFSV","POSITIVE","other mfgrs"
"AAAY6675HRFSV","POSITIVE","my smartphone"
"AAAY6675HRFSV","POSITIVE","an sdhc adapter"
"AAAY6675HRFSV","POSITIVE","smartphone makers"
"AAAY6675HRFSV","POSITIVE","a micro-sd slot"
"AAAY6675HRFSV","POSITIVE","my camera or laptop"
"A3IQ4ACJAWUK6L","POSITIVE","data"
"A3IQ4ACJAWUK6L","POSITIVE","my phone"
"A3IQ4ACJAWUK6L","POSITIVE","a sony experia z1"
"A3IQ4ACJAWUK6L","POSITIVE","such a quick response time"
"A3IQ4ACJAWUK6L","POSITIVE","large zip"
"A3IQ4ACJAWUK6L","POSITIVE","30 seconds"
"A2T9MXX6DNMLC9","POSITIVE","this card"
"A2T9MXX6DNMLC9","POSITIVE","the fastest sd cards"
"A2T9MXX6DNMLC9","POSITIVE","the market"
"A2T9MXX6DNMLC9","POSITIVE","your samsung galaxy note ii."
"A2T9MXX6DNMLC9","POSITIVE","no issues"
"A2T9MXX6DNMLC9","POSITIVE","installation or device recognition"
"A2T9MXX6DNMLC9","POSITIVE","highly"
"A1GMMOIO8XWCSM","POSITIVE","some space"
"A1GMMOIO8XWCSM","POSITIVE","the space"
"A1GMMOIO8XWCSM","POSITIVE","all my extra stuff"
"A1GMMOIO8XWCSM","POSITIVE","the realm"
"A1GMMOIO8XWCSM","POSITIVE","awesome stuff"
"A1GMMOIO8XWCSM","POSITIVE","space"
"A1GMMOIO8XWCSM","POSITIVE","more memory"
"A1GMMOIO8XWCSM","POSITIVE","joy"
"A3KPIYXAGWMQXY","POSITIVE","my old phone"
"A3KPIYXAGWMQXY","POSITIVE","transfer rates"
"A3KPIYXAGWMQXY","POSITIVE","the short amount"
"A3KPIYXAGWMQXY","POSITIVE","time"
"A3KPIYXAGWMQXY","POSITIVE","something else"
"A3KPIYXAGWMQXY","POSITIVE","a camera or something"
"A1NHVIBDBI15V1","POSITIVE","its ffast light weight"
"A1NHVIBDBI15V1","POSITIVE","great price"
"A1NHVIBDBI15V1","POSITIVE","a memory carduse"
"A1NHVIBDBI15V1","POSITIVE","my gopro hero"
"A186WJ3EFN42GH","POSITIVE","good"
"A186WJ3EFN42GH","POSITIVE","no problems"
"A3T0DDOQYML4N5","POSITIVE","its amazing"
"A3T0DDOQYML4N5","POSITIVE","the amount"
"A3T0DDOQYML4N5","POSITIVE","storage"
"A3T0DDOQYML4N5","POSITIVE","micro chips"
"A3T0DDOQYML4N5","POSITIVE","these days"
"A3T0DDOQYML4N5","POSITIVE","my dive camera"
"A3T0DDOQYML4N5","POSITIVE","videos and pictures"
"A3T0DDOQYML4N5","POSITIVE","the chip"
"A3T0DDOQYML4N5","POSITIVE","no errors"
"AMLWJ1D1J3MS4","POSITIVE","this memory card"
"AMLWJ1D1J3MS4","POSITIVE","my smartphone"
"AMLWJ1D1J3MS4","POSITIVE","nokia lumia 521"
"AMLWJ1D1J3MS4","POSITIVE","my older 8gb micro sd card"
"AMLWJ1D1J3MS4","POSITIVE","amazon basics brand"
"AMLWJ1D1J3MS4","POSITIVE","some mp3s"
"AMLWJ1D1J3MS4","POSITIVE","my phone"
"AMLWJ1D1J3MS4","POSITIVE","my trip"
"AMLWJ1D1J3MS4","POSITIVE","the california coast"
"AMLWJ1D1J3MS4","POSITIVE","some areas"
"AMLWJ1D1J3MS4","POSITIVE","any radio or cell phone reception"
"AMLWJ1D1J3MS4","POSITIVE","no problems"
"AMLWJ1D1J3MS4","POSITIVE","it.i"
"AMLWJ1D1J3MS4","POSITIVE","any speed tests"
"AMLWJ1D1J3MS4","POSITIVE","extreme speeds"
"AMLWJ1D1J3MS4","POSITIVE","more than enough speed"
"AMLWJ1D1J3MS4","POSITIVE","capturing"
"AMLWJ1D1J3MS4","POSITIVE","video"
"AMLWJ1D1J3MS4","POSITIVE","a great deal"
"AMLWJ1D1J3MS4","POSITIVE","the amount"
"AMLWJ1D1J3MS4","POSITIVE","storage"
"AMLWJ1D1J3MS4","POSITIVE","its price"
"A1LXUHHDV1QBHT","POSITIVE","2000 pics"
"A1LXUHHDV1QBHT","POSITIVE","good quality"
"A1LXUHHDV1QBHT","POSITIVE","laptop"
"A1LXUHHDV1QBHT","POSITIVE","tablet"
"A1X45V1N1KGBPC","POSITIVE","great deal"
"A1X45V1N1KGBPC","POSITIVE","fast data"
"A1X45V1N1KGBPC","POSITIVE","good price"
"A1X45V1N1KGBPC","POSITIVE","any thing"
"A1X45V1N1KGBPC","POSITIVE","need card reader"
"ADHTY6LJFA0RX","POSITIVE","my dell venue tablet"
"ADHTY6LJFA0RX","POSITIVE","my polaroid xs100 action camera"
"A3K5MFM3J8R8UD","POSITIVE","a memory card"
"A3K5MFM3J8R8UD","POSITIVE","the job"
"A3K5MFM3J8R8UD","POSITIVE","wood"
"A7JOHG63H2O5O","POSITIVE","iam"
"A7JOHG63H2O5O","POSITIVE","sdcards"
"A7JOHG63H2O5O","POSITIVE","a nextbook tablet"
"A7JOHG63H2O5O","POSITIVE","video"
"A7JOHG63H2O5O","POSITIVE","music"
"A7JOHG63H2O5O","POSITIVE","this sd card"
"A1DZTBGEHOS6DO","POSITIVE","the memory storage"
