DayDiff,Entities,Helpful,HelpfulYes,KeyPhrases,ProductID,Rating,ReviewID,ReviewText,ReviewTime,ReviewerName,Sentiment,SentimentScore_Mixed,SentimentScore_Negative,SentimentScore_Neutral,SentimentScore_Positive,Summary,TotalVote,UnixReviewTime
191,"['one', 'two gig cards']","[1, 1]",1,"['Any large size storage', 'the one or two gig cards', 'the cheapest', 'no name brand']",E007WTAJTS,5,A1FCMWIRX04X5B,"I trust these.  Got it long ago and it is still going strong.  Any large size storage needs to be reliable, If I buy the one or two gig cards I would just get the cheapest no name brand but for anything larger I get these.",31-05-2014,"gadgetjunki ""gadgetjunki""",POSITIVE,0.009338273666799068,0.0004445972735993564,0.0006425955798476934,0.9895744919776917,Still going strong,1,1401494400
452,['Class 10'],"[0, 0]",0,"['Amazing price', 'this micro SD', 'Brings', 'adapter', 'Class 10', 'Great product', 'this purchase']",E007WTAJTS,5,A20H8QNUJZNFAN,Amazing price for this micro SD.  Brings adapter with it.  Class 10.  Great product. I am very happy with this purchase.,12-09-2013,Habo,POSITIVE,4.757693750434555e-05,3.721273606061004e-05,7.377276779152453e-05,0.9998414516448975,Great product great pricing,0,1386547200
378,"['Samsung', 'Ativ 700t', 'January', 'third one']","[0, 0]",0,"['constant use', 'my Samsung Ativ 700t', 'January', 'narry', 'a problem', 'my third one']",D007WTAJTR,5,A3K8V7WFKJBQWG,In constant use on my Samsung Ativ 700t since January with narry a problem. I just bought my third one :),25-11-2013,"xendula ""avid e-Book reader""",MIXED,0.3918030858039856,0.1760120391845703,0.0760914534330368,0.3560934364795685,Constant use since January '13 - going strong,0,1385337600
635,"['Razr', 'Maxx HD', 'about 5 gigs', '10']","[0, 0]",0,"['this upgraded card', 'my Razr Maxx HD', 'the entire card', 'my entire music library', 'my phone', 'about 5 gigs', 'music', 'a class 10 card', 'any lag', 'files', 'Great card', 'the price']",C007WTAJTP,5,A3MXAF2K5ESX6F,"I used this upgraded card in my Razr Maxx HD and have been nothing but pleased with it. I haven't even come close to filling the entire card. I got it mostly because I keep my entire music library on my phone, about 5 gigs of music. It's a class 10 card so you won't see any lag in pulling up files. Great card for the price.",13-03-2013,Callsit Likeiseesit,POSITIVE,0.0021718963980674744,0.00037592017906717956,0.0003276549105066806,0.9971244931221008,Great buy,0,1363132800
625,"['32GB', 'SanDisk', 'Ultra Micro', 'Card', 'Amazon', 'Samsung', 'one', 'single file', 'both', '8GB', 'Sandisk', '32GB', 'SanDisk', 'Ultra Card', 'SanDisk', 'Ultra card', '8GB', 'Amazon']","[0, 0]",0,"['the 32GB SanDisk Ultra Micro SD Card', 'Amazon', 'my Samsung Tablet', 'files', 'a USB cable', 'WiFi', 'The file transfer', 'every one', 'multiple attempts', 'different file types', 'numbers', 'files', 'just a single file', 'loading', 'files', 'the card', 'my PC', 'the Tablet', 'the card', 'my PC', 'the Tablet', 'the same result', 'a few tries', 'the Tablet', 'the card', 'the card', 'an A/B/A', 'an old 8GB Sandisk Micro SD Card', 'files', 'files', 'everthing', 'the 32GB SanDisk Ultra Card', 'the Tablet', 'the same problems', 'the SanDisk Ultra card', 'the old 8GB card', 'a hiccup.The good thing', 'Amazon', 'return policy']",F007WTAJTQ,1,A1ST94P7R4IM4L,"It appears that the 32GB SanDisk Ultra Micro SD Card I purchased from Amazon was defective.  I installed it in my Samsung Tablet, but could not successfully transfer files using either a USB cable or WiFi.  The file transfer would appear to start, but then would slow down and hang completely.  It did this on every one of multiple attempts, with different file types, and numbers of files ranging from many to just a single file.  I tried loading files onto the card directly from my PC, but then the Tablet would not see them.  I tried reformatting the card both in my PC and in the Tablet, but still got the same result.  After a few tries, the Tablet would appear to format the card but then tell me that the card was blank/unformatted.  I did an A/B/A with an old 8GB Sandisk Micro SD Card that I had laying around.  It worked perfectly -- formating, transferring files, reading and writing files -- everthing worked.  I put the 32GB SanDisk Ultra Card back in the Tablet, but had the same problems again.  I concluded that the SanDisk Ultra card was defective and returned it.  I'm still using the old 8GB card without a hiccup.The good thing was that Amazon's return policy was quick and painless.",23-03-2013,"Occasional Reviewer from Michigan ""Mark""",NEGATIVE,0.005013332702219486,0.9926968216896057,0.0016398236621171236,0.0006500154850073159,Did not work in Samsung Samsung Galaxy Tab 2,0,1363996800
383,"['USB3', 'both', '15 MB/s', '10', '45 MB/s', '22 MB/s']","[0, 0]",0,"['file writes', 'a bit', 'a USB3 reader.Also', 'the card', 'the standard-size SD adapter', '15 MB/s vs 10 write', '45 MB/s vs 22 MB/s read', 'the same card reader']",B007WTAJTO,3,A2Q3ICGWZLY3JJ,"It works, but file writes are a bit slower than expected on a USB3 reader.Also, both reads and writes are FASTER with the card inside the standard-size SD adapter (15 MB/s vs 10 write; 45 MB/s vs 22 MB/s read) on the same card reader.  Can't figure why...",20-11-2013,98020,MIXED,0.7631415724754333,0.2313915640115738,0.002396414987742901,0.003070377279073,"It works, but not as fast as expected",0,1384905600
382,"['64gb', '3 months.This', 'S3', 'Note3', '3/21/14I', 'few months', 'ZERO issue', 'S3', 'Note3', 'note2']","[0, 0]",0,"['a diff', '64gb card', '3 months.This one', 'my S3', 'my Note3', '*** update 3/21/14I', 'a few months', 'ZERO issue', 'my S3', 'my Note3', 'a note2', 'This card']",B007WTAJTO,5,A3H99DFEG68SR,"This think has worked out great.Had a diff. bran 64gb card and if went south after 3 months.This one has held up pretty well since I had my S3, now on my Note3.*** update 3/21/14I've had this for a few months and have had ZERO issue's since it was transferred from my S3 to my Note3 and into a note2. This card is reliable and solid!Cheers!",21-11-2013,1m2,POSITIVE,0.0013281917199492455,0.0002800342917907983,0.00021574155834969133,0.998176097869873,Great buy at this price!!!  *** UPDATE,0,1384992000
455,"['Andiod', 'Windows', 'FAT32', 'Win', 'NTFS', 'EXFAT', 'Andriod', 'FAT32']","[0, 0]",0,"['The only thing', 'this product', 'Andiod', 'Windows machines', 'FAT32', 'winwods machines', 'files', 'the format program', 'Win', 'NTFS and EXFAT', 'Andriod', 'FAT32']",C007WTAJTP,4,AU0QTPK0WHV0B,The only thing is if you use this product on Andiod you must format .  Windows machines don't seem to supot FAT32  .  winwods machines will open files but the format program on Win only formats NTFS and EXFAT  which is limting because Andriod uses FAT32.,09-09-2013,cable guy,NEGATIVE,0.31082209944725037,0.5874814987182617,0.09059809893369675,0.01109834760427475,SD memory card,0,1378684800
231,"['SanDisc', '8GB', '2+ hours', '32GB', '20 minutes', '34', 'SanDisc', 'years', '100%', 'SanDisc']","[0, 0]",0,"['Great product and price', 'SanDisc', 'my cell phone', 'the 8GB', 'my video', '2+ hours', 'the 32GB', '20 minutes', 'w/8GB', '&#34', 'super fine', '#34', 'mode', 'All the rest', 'my SanDisc memory card', 'years', '100%']",C007WTAJTP,5,A33QOSYADK6BWK,"Great product and price from SanDisc.  I will be using it for my cell phone, replacing the 8GB.  For my video now I have 2+ hours with the 32GB (compared to 20 minutes w/8GB) in &#34;super fine&#34; mode.  All the rest of my SanDisc memory card from years ago are still working 100%!  Thanks SanDisc!!!",21-04-2014,QZ,POSITIVE,8.924974099500105e-05,0.00012107938528060913,0.00010640293476171792,0.9996832609176636,sandisc ultra micro sd 32GB,0,1398038400
484,"['3 months.I', 'Galaxy S3']","[1, 1]",1,"['3 months.I', 'a Galaxy S3 phone', 'this brand', 'an issue', 'this model.I', 'the information']",E007WTAJTS,1,A33I94Z5A904LH,It Failed. It only worked 3 months.I used it in a Galaxy S3 phone. It seems that this brand has an issue with this model.I lost the information.,11-08-2013,"Karl Alexander Monzon ""Karl  Monzn""",NEGATIVE,0.00014560882118530571,0.9995111227035522,0.0002373248862568289,0.00010591347381705418,Didn't pass the time test.,1,1383868800
409,[],"[0, 0]",0,"['my device', 'too much phone memory', 'a lot', 'stuff', 'a no brainer']",B007WTAJTO,5,A18K1ODH1I2MVB,"Purchased this for my device, it worked as advertised. You can never have too much phone memory, since I download a lot of stuff this was a no brainer for me.",25-10-2013,0mie,POSITIVE,0.0005230300594121218,0.0011982237920165062,0.00018284196266904473,0.9980958104133606,MOAR SPACE!!!,0,1382659200
154,[],"[0, 0]",0,[],F007WTAJTQ,5,A1LJMQNR9C9DEW,excelent,07-07-2014,odey,POSITIVE,9.968091762857512e-05,0.0001454716402804479,0.0002677961310837418,0.999487042427063,Five Stars,0,1404691200
402,"['NOOK HD', 'one']","[1, 1]",1,"['this little gem', 'my new NOOK HD', '....WOW', 'larger capacity tablets', 'the smallest amount', 'gigs', 'these little dudes']",E007WTAJTS,5,AQC5K5BDHWQXR,I inserted this little gem in to my new NOOK HD and let me tell you....WOW.  She loves it so much and she won't give it back!  Instead of buying larger capacity tablets....just buy the smallest amount of gigs and buy one of these little dudes.,01-11-2013,IagainstI,POSITIVE,0.018084369599819183,0.0033454434014856815,0.001129773329012096,0.9774404764175415,Great for tablets!,1,1357862400
575,[],"[0, 0]",0,"['This micro card', 'The phone', 'any problems', 'this card']",F007WTAJTQ,5,A2K18NB5KZW7Y6,This micro card has been seamless and simple to use.  The phone has not had any problems with this card.,12-05-2013,S. Alexander,POSITIVE,5.032136687077582e-05,6.472141103586182e-05,0.00044879698543809354,0.9994361996650696,32GB Card works well,0,1386201600
638,['sandisk'],"[0, 2]",0,"['sandisk', 'the best', 'the take care', 'the quality', 'the packing']",D007WTAJTR,5,A2MDYGR9DM85LJ,sandisk is  the best and I trust them cause the take care of the quality and the packing was great,10-03-2013,Faris,POSITIVE,0.00015834181976970285,8.336829341715202e-05,0.00048770595458336174,0.9992706179618835,Fantastic,2,1380758400
810,"['amazon', 'Fat32', 'Window 7']","[3, 5]",3,"['Buyer', 'card unreadable', 'Luck', 'many others', 'Fat32', 'Window 7', 'same issues']",D007WTAJTR,1,A12P4PSWWXUYA0,Buyer beware card unreadable from the get go. Luck for me amazon helped me out. There are many others on here that know how to format to Fat32 threw Window 7 and have had same issues.,19-09-2012,xplics,NEGATIVE,0.444659948348999,0.5082306861877441,0.004041709937155247,0.04306761175394058,Like others reviewed not that great of a card.,5,1348012800
1,[],"[0, 0]",0,"['the heat', 'cold']",C007WTAJTP,4,AARXTOFZEI7O,"it works, so far, waiting for the heat and cold to see how well it will hold up.",07-12-2014,queball4u,POSITIVE,0.002893770346418023,0.00714323204010725,0.0053286245092749596,0.9846343398094177,testing.,0,1405123200
710,['about a month'],"[0, 0]",0,"['wrong card', 'this card', 'a trip', 'it and it', 'tablet', 'files', 'about a month']",E007WTAJTS,5,A35C94Z6E899I3,I screwed up and orignally order wrong card.  So I needed this card quickly for a trip.  Ordered it and it arrived and put it in tablet andloaded it with files.  It has worked flawlessly for about a month now.Thanks,28-12-2012,Jack,POSITIVE,0.29373815655708313,0.016237417235970497,0.0065258271060884,0.6834985613822937,Works Great,0,1356652800
692,"['Samsung', 'Galaxy Tab 2', '64g', 'Amazon', 'Amazon', 'THIRD card', 'FAT 32', 'windows', 'exFAT', 'NTSF', 'first', '45 seconds', 'Amazon', 'youtube', 'youtube']","[1, 3]",1,"['the Samsung Galaxy Tab 2 10.1I', 'the 64g microSD card', 'mind', 'computers', 'the device', 'the tablet', 'my computer....', 'wouldnt', 'Amazon', 'another one', 'Amazingly fast service', 'same thing.I', 'Amazon', 'no issue', 'my tablet', 'the card', 'their customer service dept.', 'top', 'these posts', 'a HUGE issue', 'my THIRD card', 'some research', 'whatever reason', 'this SD card', 'a FAT 32 NOT', 'an exFAT', 'the rub', 'windows', 'exFAT or NTSF', 'an adult swim reference', 'this card', 'a super easy fix', 'any idiot', 'start', '45 seconds', 'reading instructions', 'ta-duh', 'the micro SD card', 'Thank-you Amazon', 'your excellent return policy', 'super fast', 'super easy, super friendly', 'your live customer service', 'the operator', 'no more', 'the address', 'the youtube video', 'link', 'website', 'the description', 'link', 'website', 'description', 'all defaults']",D007WTAJTR,5,A1GUPXR3NSTT9Q,"I own the Samsung Galaxy Tab 2 10.1I bought the 64g microSD card..(please keep in mind I know NOTHING about computers and I was able to do this.)I put it in the device to format...the tablet couldn't read it.  Would never mount.  Tried to format it with my computer....and still just wouldnt work..although it would be formatted.  Remember, I was using all defaults.Sent it back, Amazon sent me another one. (Amazingly fast service)...same thing.I called Amazon...they knew of no issue why my tablet wouldn't accept the card. (I would think that their customer service dept. would stay on top of these posts because I found that this was a HUGE issue)On my THIRD card I did some research.  For whatever reason for this SD card to work it must be formatted as a FAT 32 NOT an exFAT.  BUT...(this is the rub)...windows only allows for formatting either to exFAT or NTSF...(at first, I thought it was an adult swim reference).....so....that sucks....this means that I can't use this card because I can't format it properly.  But wait..there's more....there is a super easy fix....any idiot can do it.....from start to finish took me all of 45 seconds (after reading instructions)...and ta-duh.....now the micro SD card works fine. Thank-you Amazon for your excellent return policy..(super fast, super easy, super friendly)...BUT your live customer service should know about this.  I can't fault the operator...she was nice..seemed genuinely concerned and tried to make it right)...ok.. no more stalling..here is the address of the youtube video.  link to website is in the description.[...] ...link to website in description.  I used all defaults and worked perfect.  or search youtube - convert fat32",15-01-2013,Walt,NEGATIVE,0.3947809040546417,0.5837936401367188,0.004117054399102926,0.017308367416262627,Samsung Galaxy Tab 2 - 10.1  - Did not work..had to convert from exFAT to FAT32 guide for idiots,3,1358208000
259,[],"[0, 0]",0,"['Transfer speeds', 'files', 'my phone', 'various roms', 'any official benchmarking']",F007WTAJTQ,5,A2BGLR8HGU1E8F,Transfer speeds from just moving files to my phone as well as rooting and adding various roms was much faster than I'm used to. I haven't done any official benchmarking though.,24-03-2014,naptime84,POSITIVE,0.0038352019619196653,0.015598984435200691,0.06756988912820816,0.9129959940910339,Seems fast,0,1395619200
338,"['SanDisk', '16 GB', 'Samsung', 'S4']","[0, 0]",0,"['Great', 'this SanDisk 16 GB memory', 'my Samsung S4 smartphone', 'the extra memory', 'photos and music', 'the adapter', 'copies files', 'my desk top pc']",D007WTAJTR,5,A1T0VXIRCZVXKZ,Great buy for this SanDisk 16 GB memory. Worked well in my Samsung S4 smartphone. I mainly use the extra memory to save photos and music. Like the adapter that I use frequently to copies files to my desk top pc.,04-01-2014,W. B. Kristiansen,POSITIVE,3.8050086004659534e-05,4.2354120523668826e-05,0.0002554575039539486,0.9996641874313354,I saved money buying this SanDisk from Amazon that sold for double the price at Staples and Best Buys.,0,1396310400
399,['SanDisk'],"[0, 0]",0,"['a failure', 'SanDisk', 'other mfgrs', 'my smartphone', 'an SDHC adapter', 'smartphone makers', 'a micro-sd slot', 'my camera or laptop']",C007WTAJTP,5,AAAY6675HRFSV,"Never had a failure with SanDisk like other mfgrs.  I use this in my smartphone, comes with an SDHC adapter.  When smartphone makers stop including a micro-sd slot, I'll simply use this in my camera or laptop.",04-11-2013,Dagnasty,POSITIVE,0.010478843003511429,0.003272083355113864,0.09514886885881424,0.8911001086235046,"super fast, super reliable",0,1365638400
220,"['Sony', 'Experia Z1', '30 seconds', 'about a 1GB']","[0, 0]",0,"['data', 'my phone', 'a Sony Experia Z1', 'such a quick response time', 'large zip', '30 seconds']",E007WTAJTS,5,A3IQ4ACJAWUK6L,What is there to be said it's storing data on my phone. I just got a Sony Experia Z1 and it has such a quick response time I can't even notice. When transferring large zip packs it may take 30 seconds for about a 1GB,02-05-2014,Hancock,POSITIVE,0.004197008442133665,0.025851398706436157,0.016912082210183144,0.9530395269393921,Works Great!,0,1391558400
534,"['one', 'Samsung', 'Galaxy Note II.']","[1, 1]",1,"['This card', 'the fastest SD cards', 'the market', 'your Samsung Galaxy Note II.', 'No issues', 'installation or device recognition', 'Highly']",C007WTAJTP,5,A2T9MXX6DNMLC9,This card is one of the fastest SD cards on the market. It works great for your Samsung Galaxy Note II. No issues with installation or device recognition. Highly recommended.,22-06-2013,Cameljok,POSITIVE,4.688414264819585e-06,3.423595990170725e-05,0.00030227351817302406,0.9996588230133057,Great MicroSD card for Samsung Galaxy Note II,1,1371859200
227,[],"[0, 0]",0,"['some space', 'the space', 'all my extra stuff', 'the realm', 'awesome stuff', 'space', 'more memory', 'joy']",F007WTAJTQ,5,A1GMMOIO8XWCSM,I don't know why but I just needed some space. This provided me with the space to put all my extra stuff that does not physically exist...but it exists in the realm of awesome stuff. I have space now. It worked great. I have more memory now. oh joy.,25-04-2014,Lakes02,POSITIVE,0.00040196930058300495,6.099974052631296e-05,0.0002802671806421131,0.9992567896842957,Such space. Many memory.,0,1398384000
319,[],"[0, 0]",0,"['my old phone', 'transfer rates', 'the short amount', 'time', 'something else', 'a camera or something']",F007WTAJTQ,5,A3KPIYXAGWMQXY,Used this in my old phone and it works great. Quick with transfer rates and loved it for the short amount of time I used it. Will probably use it for something else like a camera or something.,23-01-2014,Nate,POSITIVE,0.00039661151822656393,7.747948257019743e-05,0.00028623087564483285,0.9992398023605347,SanDisk Ultra 16 GB MicroSDHC Class 10 UHS-1 Memory Card with Adapter (SDSDQU-016G-AFFP-A) by SanDisk,0,1390435200
284,"['gopro', 'hero 3 black']","[0, 0]",0,"['its ffast light weight', 'great price', 'a memory carduse', 'my gopro hero']",C007WTAJTP,5,A1NHVIBDBI15V1,its ffast light weight.. great price nothing to say here.. just a memory carduse it for my gopro hero 3 black,27-02-2014,Yonghing Fung,POSITIVE,0.006802016403526068,0.0014926993753761053,0.001974203158169985,0.9897310733795166,got this for my gopro hero 3 black,0,1393459200
92,[],"[0, 0]",0,"['Good', 'no problems']",C007WTAJTP,5,A186WJ3EFN42GH,Good no problems works well.,07-09-2014,Rabbis,POSITIVE,0.00019988052372355014,0.00012186147068860009,0.00024357944494113326,0.9994346499443054,Micro SD Card,0,1404864000
560,[],"[0, 0]",0,"['Its amazing', 'the amount', 'storage', 'micro chips', 'these days', 'my dive camera', 'videos and pictures', 'The chip', 'no errors']",E007WTAJTS,4,A3T0DDOQYML4N5,Its amazing the amount of storage we are putting in micro chips these days.  I use this for my dive camera taking videos and pictures.  The chip hasn't let me down yet and no errors.,27-05-2013,G0Horns!,POSITIVE,4.240523048792966e-05,0.00013213229249231517,0.00019878923194482923,0.999626636505127,So far so good,0,1369612800
404,"['Nokia', 'Lumia 521', '8GB', 'amazon basics', 'California coast', 'some']","[0, 0]",0,"['this memory card', 'my smartphone', 'Nokia Lumia 521', 'my older 8GB micro SD card', 'amazon basics brand', 'some MP3s', 'my phone', 'my trip', 'the California coast', 'some areas', 'any radio or cell phone reception', 'no problems', 'it.I', 'any speed tests', 'extreme speeds', 'more than enough speed', 'capturing', 'video', 'a great deal', 'the amount', 'storage', 'its price']",F007WTAJTQ,5,AMLWJ1D1J3MS4,"I bought this memory card for my smartphone (Nokia Lumia 521) when my older 8GB micro SD card died on me (amazon basics brand).I threw on some MP3s on there to listen on my phone on my trip up the California coast since I knew some areas wouldn't have any radio or cell phone reception, and had no problems with it.I haven't done any speed tests on it as I'm not using it for anything that needs extreme speeds. Its has more than enough speed for capturing video and and pictures.Its a great deal for the amount of storage and its price.",30-10-2013,Nate C.,POSITIVE,0.007365760393440723,0.001256924238987267,0.003735271282494068,0.9876420497894287,Great Memory Card,0,1383091200
159,"['over 2000 pics', 'San Disk', 'Ultra']","[0, 0]",0,"['2000 pics', 'good quality', 'laptop', 'tablet']",C007WTAJTP,5,A1LXUHHDV1QBHT,"stored over 2000 pics in good quality and were transferred to laptop from tablet, very happy with San Disk Ultra",02-07-2014,Barbara,POSITIVE,0.00023169683117885143,0.0002885301655624062,0.0035340148024260998,0.9959457516670227,great quality,0,1391731200
543,[],"[0, 0]",0,"['great deal', 'fast data', 'good price', 'any thing', 'need card reader']",B007WTAJTO,5,A1X45V1N1KGBPC,"great deal fast data good price . you can use it for any thing . you dont need card reader , it comes with one already",13-06-2013,BAGHDADI215,POSITIVE,0.0005350186838768423,1.5863663065829314e-05,0.0002899747632909566,0.9991592168807983,fast data good deal,0,1371081600
269,"['Dell', 'Venue Tablet', 'Polaroid', 'XS100']","[0, 0]",0,"['my Dell Venue Tablet', 'my Polaroid XS100 action camera']",F007WTAJTQ,5,ADHTY6LJFA0RX,It works great and transfers quickly. I use it on my Dell Venue Tablet and my Polaroid XS100 action camera.,14-03-2014,oafsandwich,POSITIVE,8.563633309677243e-05,4.637691017705947e-05,0.00036436194204725325,0.9995036125183105,Great for me,0,1394755200
531,[],"[0, 0]",0,"['a memory card', 'the job', 'wood']",D007WTAJTR,4,A3K5MFM3J8R8UD,It is a memory card. It works and gets the job done. Hasn't failed on me yet *knock on wood*,25-06-2013,"fantasyphile ""fantasyphile""",POSITIVE,0.00013891293201595545,9.631324792280793e-05,0.002498948946595192,0.9972658157348633,Works,0,1372118400
468,['Nextbook'],"[0, 0]",0,"['Iam', 'SDcards', 'a Nextbook tablet', 'video', 'music', 'this SD card']",C007WTAJTP,5,A7JOHG63H2O5O,Love it--so far--as I Just purchased this as Iam not into buying SDcards but now I have a Nextbook tablet and this works great for adding video's and music able to be put on this SD card.,27-08-2013,racer1,POSITIVE,0.0002370556612731889,4.3766038288595155e-05,0.00022530276328325272,0.9994938373565674,Working great so far,0,1377561600
456,"['Samsung', 'Galaxy Note 10.1', 'up to 32GB', 'Note 10.1', '64GB', 'over 22GB', '32GB']","[0, 0]",0,"['the memory storage', 'my Samsung Galaxy Note 10.1', 'The tablet and paperwork', '32GB', 'other reviews', 'these cards', 'the Note 10.1', 'a 64GB', 'mostly music', '22GB', 'music', 'the 32GB', 'the tablet', 'my tablet', 'sheet music', 'the capability', 'all that', 'my best solution', 'top', 'a MicroSD card', 'SD card adapter', 'file transfers', 'this product']",D007WTAJTR,5,A1DZTBGEHOS6DO,"I got this to expand the memory storage in my Samsung Galaxy Note 10.1. The tablet and paperwork claim to support up to 32GB, but other reviews for these cards and the Note 10.1 said that a 64GB worked just fine. And work just fine it does.I store mostly music on here, as I've got over 22GB worth of music, which would have taken up most of the 32GB built in to the tablet. I also use my tablet for sheet music, so I needed to have the capability to have all that on there, too. So this was my best solution, and so far it's worked wonderfully.And, on top of that, it came with a MicroSD card to SD card adapter, making file transfers even easier. Overall, I would highly, highly recommend this product!",08-09-2013,ECorganist,POSITIVE,0.05235776677727699,0.005658130161464214,0.021615825593471527,0.9203683733940125,Excellent solution,0,1376006400
616,"['go pro hero 3 black edition', 'class 10', 'both']","[0, 0]",0,"['my go pro hero', '3 black edition', 'a class 10 MicroSDXC card', 'no issues', 'Fast', 'adapter', 'small packaging', 'a nice hard plastic case']",B007WTAJTO,5,A29RI184HRX66H,"I bought this to use with my go pro hero 3 black edition. It requires a class 10 MicroSDXC card. So far I've had no issues with it. Fast read/write, came with adapter, small packaging, but that's all it needed! Comes with a nice hard plastic case to keep both dry and together if needed.",01-04-2013,"Aaron ""Aaron""",POSITIVE,0.013820509426295757,0.00027909476193599403,0.004267401993274689,0.9816330671310425,"Awesome price, great brand name",0,1357257600
680,['ton'],"[0, 0]",0,"['no issues', 'this card', 'a ton', 'storage space', 'music', 'Bit']",D007WTAJTR,5,A2TYRZC2C51E2W,"I have no issues with this card. It works great and now I have a ton of storage space for music and what not. Bit overkill, but that's how I like it.",27-01-2013,Fade,POSITIVE,0.08930875360965729,0.00013869075337424874,0.0005244321655482054,0.9100282192230225,Works great with Samsung Galaxy Note 2,0,1359244800
407,"['Nikon', 'Nook HD+ tablet']","[0, 0]",0,"['Works', 'High', 'extra microSD adapters', 'my Nikon DSLR', 'the card', 'CM', 'Nook HD+ tablet', 'the field', 'my images', 'a larger screen']",B007WTAJTO,5,A6AL9BZ0JALUP,Works as expected.  High transfer speed.  Nice to have extra microSD adapters lying around since I always seem to misplace them.  Mainly bought it to use in my Nikon DSLR since I can put the card directly into my (CM modded) Nook HD+ tablet in the field and view my images on a larger screen.,27-10-2013,Aaron,POSITIVE,0.0001273850939469412,2.7330506782163866e-05,0.0009905456099659204,0.9988546371459961,Works,0,1382832000
290,"['Samsung', 'Note 3', 'next day', 'Christmas', '2 days', 'SanDisk']","[0, 0]",0,"['this card', 'my Samsung', '3', 'my phone', 'my pictures and music', 'my old card', 'a charm', 'this card', 'the max', 'the phone', 'This card', 'a very good price', 'next day', 'the Christmas rush', 'my free 2 days shipping.I', 'another device', 'in.I', 'SanDisk']",D007WTAJTR,5,ANIETNRXG4B27,"I ordered this card for my Samsung Note 3.  I had to properly format it for my phone which was easy.  I transferred all of my pictures and music from my old card and it works like a charm.  I picked this card as it is the max the phone allows.  This card was a very good price and I got it next day during the Christmas rush even though I used my free 2 days shipping.I would buy another if I had another device to use it in.I would buy again!As usual, SanDisk is affordable and works well!",21-02-2014,"Yancy Smith ""-Yancy-""",POSITIVE,0.0019431376131251454,0.000364589795935899,6.897487764945254e-05,0.9976232647895813,Great Memory Card,0,1392940800
716,"['go pro hero 3', '64 gig', 'over an hour']","[0, 0]",0,"['my go pro hero 3', 'a solid card', 'your planning', 'the 64 gig', 'the higher capture setting', 'a little', 'an hour or so', 'video time']",E007WTAJTS,5,AXPX8RH5Q6YPS,"I purchased this for my go pro hero 3... Its a solid card, but unless your planning to buy several I would recommended going with the 64 gig. At the higher capture setting you can only get a little over an hour or so of video time.",22-12-2012,Ian A Jones,MIXED,0.981659471988678,0.008379639126360416,0.0014434612821787596,0.00851740874350071,Purchased for my go pro,0,1356134400
505,[],"[0, 0]",0,"['any other store', 'the speed', 'this SD Card', 'mind', 'the speeds', 'The speeds', 'normal SD CARD speeds', 'whats', 'a lot', 'factor', 'consideration', 'the advertised speed', 'the manufacture or seller fault', 'the system']",E007WTAJTS,4,AYXSOX5UDOTTY,"Good product, it arrived extremely fast and performs just as described. It was considerably cheaper than any other store I found. I specially like the speed of this SD Card. However do keep in mind that the speeds tend to be exaggerated. The speeds are way faster than normal SD CARD speeds and you will notice it, but not anywhere close to whats advertised. There a lot of factor that go in to consideration when it comes to the advertised speed. This is not the manufacture or seller fault, but it depends on the system that is being used.",21-07-2013,k24A8,POSITIVE,0.49735116958618164,0.0016719370614737272,0.0006376575329340994,0.5003392696380615,Works just as described,0,1374364800
649,['Galaxy Note 2'],"[1, 1]",1,"['Card', 'my Galaxy Note', '2 cell phone', 'my whole music collection', 'No problems']",C007WTAJTP,5,A2M728B5LXGSQP,Card is fast and reliable in my Galaxy Note 2 cell phone.  Copied my whole music collection to it.  No problems.,27-02-2013,QSM,POSITIVE,1.4572985492122825e-05,3.689911318360828e-05,0.0009912432869896293,0.9989572763442993,Mucho Memory!!!,1,1361923200
264,[],"[0, 0]",0,"['no issues', 'this Micro SD', 'a video camera', 'any problems']",F007WTAJTQ,5,A46D3MTB5LIUY,I have no issues with this Micro SD.  I purchased it for use with a video camera and it does everything I would expect without any problems.  Wouldn't hesitate to purchase again.,19-03-2014,Ocean Blue,POSITIVE,6.134620343800634e-05,7.631476910319179e-05,0.00018734826880972832,0.9996750354766846,Works Great - Purchased for Video Camera Use,0,1395187200
216,"['Amazon', 'Amazon']","[0, 0]",0,"['Lot', 'storage', 'little money', 'words', 'a minimum', 'rate products', 'Amazon', 'the only thing', 'Amazon', 'a great deal']",F007WTAJTQ,5,A3VV4YJ9LMF5TK,"Lot's of storage for little money. There is nothing not to like...except I have to keep writing words because there is a minimum required to rate products on Amazon (probably the only thing I don't like about Amazon). I don't like that, but this was a great deal.",06-05-2014,Landon's mimi,MIXED,0.8426089882850647,0.0025517218746244907,0.000288737122900784,0.15455052256584167,Can't beat the price,0,1401926400
695,"['Galaxy S3', 'about a year']","[0, 0]",0,"['Works', 'my Galaxy S3', 'any issues', 'about a year', 'ownership']",E007WTAJTS,5,A3SCHDQPNM5E7R,Works great on my Galaxy S3.  I have not had any issues with it in about a year of ownership.,12-01-2013,Gabriel,POSITIVE,0.00020509384921751916,0.0001272803492611274,0.0009116703877225518,0.998755931854248,Good uSD card.,0,1385856000
