ReviewID,ProductID,reviewerName,helpful,ReviewText,Rating,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
A3G19SJMZO3NZW,E007WTAJTS,H. Al-Harethi,"[5, 7]","I purchased this card on a daily lighting deal for my new Samsung Galaxy Note II. It was recognized without issues. I connected it with its adapter to my computer's card reader to transfer about 3Gb of data and the best consistent transfer rate (average) was roughly 13Mbps... That's less than %50 of the advertised transfer rate.To be fair, I've used the same external card reader with my Sony HX100 digital camera with an SD card (16Gb class 10) and I get double the transfer rate of what I've gotten for this card.Here is the setup:1- SD Adapter included with this card.2- External 12-in-1 USB 2.0 card reader connected to a USB 2.0 port on my PC3- Files transferred were of varying sizes.4- Transferred from 2TB Seagate X2 SATA3 HDD (connected to SATA2 port)5- Windows 8 Enterprise x64 (oh yah baby)The only excuse I give this card for its bad performance is the files were relatively small sizes but some of them were as large as 50Mb... This still does not justify the very low transfer rate.I am not really picky because this card will reside inside my super phone but still it does not justify the money paid for this card.I hope this will help others.",3,Getting at best 13Mbps transfer rate,1351641600,31-10-2012,768,5,7
A3OZA8HNJM26DC,E007WTAJTS,Hamlet423,"[0, 0]","Major issues, bought FROM san disk but only worked briefly, now when I try to reformat it reports itself as a 30 meg removeable drive in both windows and macos--not sure if its defective or a mislabeled one--but got direct from amazon so just very disapointed. Will stick with transcend from now on I think.",1,"may not work, may report wrong size, may be out of luck",1385164800,23-11-2013,380,0,0
A194Y47BF3CUTJ,E007WTAJTS,Hamza,"[0, 0]","Comes with a lifetime warranty.  Had one fail once, sent it back to SanDisk, they sent me a new one!I have been using SanDisk for years.  That was the only time one ever failed!!!",5,Perfect,1385164800,23-11-2013,380,0,0
A2F0CXGZEL23H4,E007WTAJTS,Hamza Momen,"[0, 0]","I using this micro sd on my Sony Xperia Z, It's running fast and has a lot of space, now I can store all my data on this card",5,Best Micro SD in the Class,1370822400,06-10-2013,428,0,0
A3IQ4ACJAWUK6L,E007WTAJTS,Hancock,"[0, 0]",What is there to be said it's storing data on my phone. I just got a Sony Experia Z1 and it has such a quick response time I can't even notice. When transferring large zip packs it may take 30 seconds for about a 1GB,5,Works Great!,1391558400,02-05-2014,220,0,0
A34CI61G7G5TPZ,E007WTAJTS,Hans,"[0, 0]","I needed some new SD cards for my new tablets. After researching I bought the SanDisk ultra 32 GB MicroSDHC Class 10. It is way better than the almost same price SanDisk Ultra without Class10!! The Ultra Class10 is lightning fast. you can see the difference when you copy large files, you will note that read and write procedures are much faster, whether you use it in camera, smart phone or tablet. The price is also ok. Only drawback I noted was that the recognized capacity is not 32GB but 29,71GB in my Asus Memo Pad. Other than that I am extremly pleased with this Micro SD.",5,Lightning fast micro SD card,1387324800,18-12-2013,355,0,0
A2OCHLZTLG5KDS,E007WTAJTS,:),"[0, 0]","Having a 32gb mirosd is great! I use it in my phone and hardly have to upload my pics and what not. My phone works faster with all the extra space and I never have to worry about needing to delete any songs,pics,or apps.",5,So useful,1395187200,19-03-2014,264,0,0
A3O031YJYL0J9G,E007WTAJTS,?,"[0, 0]","I use this memory card in my Galaxy S3, and though I had some issues getting it formatted correctly (this is the phone's fault) it works like a dream and have had ZERO issues.",5,Great memory card.,1357948800,01-12-2013,372,0,0
A1SJCQKVGSHTZ4,E007WTAJTS,...,"[0, 0]","On time, so much memory!!!!!!  I used my 32GB on a week vacation and didnt even fill it up.  I'll use this one next, but my 32GB is the same brand, class and speed.",5,arrived fast!,1402531200,06-12-2014,2,0,0
A3QB2B903UM7W2,E007WTAJTS,-----,"[0, 1]","after doing some tests between a generic memory card and this sandisk i am very disappointed. i bought the 32 gig class (10) card.i swore i picked ""original packaging"" but it was shipped with out original packaging... i will be returning this card for the following reasons:these tests were done using the sd card ports on my pc.my generic class (6) 32 gig card has upload speed of 22MB (write) and a transfer speed of 8.5.my sandisk i just bought, it has an upload speed peaking at 32MB (write) and a transfer speed of 6.5 to maybe 8.5 if im lucky.the write speed is ok, but why is the transfer speed so much more low. why isnt it at least 10MB if not 12MB if sandisk is typically so modest in their classifications?and whats the deal with the no classification marking on this sd card... i dont see class (10) anywhere on this card....amazon you will be getting this back!",1,very disappointed,1352851200,14-11-2012,754,0,1
AQC5K5BDHWQXR,E007WTAJTS,IagainstI,"[1, 1]",I inserted this little gem in to my new NOOK HD and let me tell you....WOW.  She loves it so much and she won't give it back!  Instead of buying larger capacity tablets....just buy the smallest amount of gigs and buy one of these little dudes.,5,Great for tablets!,1357862400,01-11-2013,402,1,1
A66DVSZBDHH8T,E007WTAJTS,I am Gerard,"[0, 0]",I bought this one for my tablet... well it is very fast. durable and long lasting... I recommend this item...So get one now.,5,All strong Memory card,1401148800,27-05-2014,195,0,0
A1TRZPSFDBLLVL,E007WTAJTS,IamSerda,"[0, 0]",I wished it came with some sort of USB converter so I can transfer files faster to my PC. I am using a Samsung Galaxy Note 2 and File transfer speed is mediocre.,5,"I use this everyday, it is Excellent",1376179200,08-11-2013,395,0,0
AXPX8RH5Q6YPS,E007WTAJTS,Ian A Jones,"[0, 0]","I purchased this for my go pro hero 3... Its a solid card, but unless your planning to buy several I would recommended going with the 64 gig. At the higher capture setting you can only get a little over an hour or so of video time.",5,Purchased for my go pro,1356134400,22-12-2012,716,0,0
A6TBXL1JJXNMT,E007WTAJTS,ian,"[0, 0]","A standard when it comes to high capacity mobile memory.  Grated, if you have an older android phone, or older tablet, you probably won't see much difference.  But if you have a modern device like a galaxy s4, or note 3, or equivalent mobile device, you'll definitely notice the difference in data transfer and access in your device.  For modern phones, a UHS-1 memory card is a must.  The only reason I didn't give this product five stars is because it's not a sandisk extreme, or a sandisk extreme pro.  But then again, you must have EXTREMELY specific needs to want to get 85MB/s transfer speeds on a mobile device.  For movies, music and apps, this one is more that adequate.",4,Exceptional Memory,1389052800,01-07-2014,160,0,0
A5E3CV8KRR8HP,E007WTAJTS,ian,"[0, 0]",I bought this for use with my gopro hero 3 silver and I have had no complaints. trhgtr thth h r,5,gopro hero 3,1381190400,10-08-2013,485,0,0
A3AJEBW4AK4TWB,E007WTAJTS,Ian Pimentel,"[0, 0]","Works great and faster than a conventional memory card. videos, pictures and access run smoother. highly recomnended for those who are in need of great space.",5,Worked Great with Samsung Galaxy S3,1394755200,14-03-2014,269,0,0
A3O3D00K1O04ZS,E007WTAJTS,Iceman,"[0, 0]","I bought this for my Sony Action Cam, it gives me more than 8 hours of video using 1080 with 30 fps.",5,8 hours of video!!,1375228800,31-07-2013,495,0,0
A34EWDQHHS9UD6,E007WTAJTS,Icewalker,"[0, 0]","No question, it is really as fast as it's rated. How fast? Well, class &#34;10 SDHC&#34; means literally SD format, HC=High Capacity, Class 10 = 10MB/sec read-write. How fast is 10MB per second? Well, Class 4, the most common step down (i.e. cheaper) is Class 4, i.e. 4MB/sec. So Class 10 is 2.5 times faster. Why pay the difference?Digital cameras: at some point the number of pictures/sec or HD video is bottle-necked by the speed of the media it is being recorded to.Smart phones? I have a Samsung Note II. A Quad-core processor, wiz-bang yadda-yadda. Yes, I DO notice speed differences in camera, app performance (I use a spreadsheet app/browser/NetFlix/Music streaming, et al) is noticeably FASTER. Where do you think the phone stores stuff to when it doesn't use the factory installed memory? (iPhomes don't have an SD slot, and I wouldn't own a phone or tablet that doesn't -- I believe in choice in the computer realm)Oh yeah, SanDisk is a leader and pioneer in the SD format (where do you think the 'SD' came from?). The only other SDHC Class 10 card worthy of comparison is the Samsung brand, but then I might be biased on that one.",5,Fast as fast currently gets in SD,1365811200,13-04-2013,604,0,0
A3PB1FI3R9V7PY,E007WTAJTS,idjut,"[0, 0]",Used this card in my Galaxy S3 and have had no problems.  Tons-o-room for what ever you want and more.,5,loads of room,1365379200,04-08-2013,491,0,0
AYQ1LKYKODTNC,E007WTAJTS,Ignacio,"[0, 0]","After a small preasure while trying to remove it from a device it got brokenAlso, the I/O speed is not amazing, even for a Class 10",1,Gets easily broken,1365379200,04-08-2013,491,0,0
A2TX1WQFAVHSSK,E007WTAJTS,J03L,"[0, 0]","So far I have not have any problems with this memory, the transfer speed is good and it works just great on my Samsung Note 8",5,Great Memory,1369785600,29-05-2013,558,0,0
A3FK2YRIOBT9QW,E007WTAJTS,JABthat20,"[0, 0]",Adds a really nice support of memory for any device. I enjoy not worrying about running out of space now.,5,Great,1374537600,23-07-2013,503,0,0
A2TRHL8IGJB6O,E007WTAJTS,"Jack ""badbrad97""","[0, 0]",I normally buy the SanDisk Extreme for my GoPro but decided to try the Ultra to save some money.  So far it seems to work good.  I have not tried to shoot at 4K yet although it seems like it would work.,5,Bought as backup for GoPro Hero 3+ Black,1398988800,05-02-2014,306,0,0
A1YBU2RJJGLS5O,E007WTAJTS,Jack Cade,"[0, 0]","This device works in Galaxy S4 no problems, it woks perfectly and really I just can't get over that you can buy a 64GB storage device that is the size of my thumbnail, that will run programs from it for under $50.One day something like this will hold 64 TB. Crazy cool.",5,It is it,1379376000,17-09-2013,447,0,0
A35C94Z6E899I3,E007WTAJTS,Jack,"[0, 0]",I screwed up and orignally order wrong card.  So I needed this card quickly for a trip.  Ordered it and it arrived and put it in tablet andloaded it with files.  It has worked flawlessly for about a month now.Thanks,5,Works Great,1356652800,28-12-2012,710,0,0
A3GL6RCS9PP2Y3,E007WTAJTS,Jack in TN,"[0, 0]",The recent map update on my Garmin GPS ran it out of memory.  Maps are getting more and more detailed.  I used this to up the memory and got back to the Full North America Map. It cam with the adapter to fit my PC SD slot too.,5,Great for my Garmin GPS,1361318400,20-02-2013,656,0,0
A103RP6UEEAUOF,E007WTAJTS,"Jack J. Modic II ""JayM""","[0, 0]",Used it on my GoPro Hero 3 and works great found SanDisk to always make excellent products. Money well spent.,5,SanDisk makes a great product.,1365379200,04-08-2013,491,0,0
AME4BC0Z69SYV,E007WTAJTS,"Jack Lynch ""Jack Lynch""","[0, 0]","Lots of room, enough speed and everything that I need portable is going along for the ride. No loss of data for me.",5,No loss of data for me,1385769600,30-11-2013,373,0,0
A3DTXZ93V0XDD4,E007WTAJTS,JackMc,"[0, 0]",Great price on this product.  Half of what Samsung was charging for the same memory card. Works just fine in my Notewith no pproblems what so ever.,5,"Great price, great product.",1365292800,04-07-2013,522,0,0
A3QMZJARX8M858,E007WTAJTS,"Jack Tailor ""Jack Tailor""","[0, 0]","These cards worked flawlessly with the GoPro Hero 3+. Instead of opting for the bigger card, I got two smaller cards to start with. That way I could transfer data to my laptop while still using the other card. If you're wanting to do an un-assisted, large record, like a time-lapse, or something, opting for the bigger card is smart, but for my usage being able to swap back and forth was invaluable.So far, no hiccups or problems, even with the faster, more beefy shooting settings.",4,Good addition to GoPro gig bag,1383091200,30-10-2013,404,0,0
AYXSOX5UDOTTY,E007WTAJTS,k24A8,"[0, 0]","Good product, it arrived extremely fast and performs just as described. It was considerably cheaper than any other store I found. I specially like the speed of this SD Card. However do keep in mind that the speeds tend to be exaggerated. The speeds are way faster than normal SD CARD speeds and you will notice it, but not anywhere close to whats advertised. There a lot of factor that go in to consideration when it comes to the advertised speed. This is not the manufacture or seller fault, but it depends on the system that is being used.",4,Works just as described,1374364800,21-07-2013,505,0,0
AO5LW62J418SU,E007WTAJTS,KA7EII,"[1, 1]","Got two of these - one for our Samsung Galaxy Note 10.1 tablet and one for my Samsung Galaxy Note II cell phone.  Both devices had no problem recognizing the new 64gb cards.  Couldn't be any easier to use.  Nice to have a large amount of storage on both devices.  The easy to open packaging was a real treat.  I did not use the adapters as I just connect my phone and tablet to my laptop via USB to transfer music, photos and music.",5,SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s with Adapter SDSDQUA-064G-U46A,1373068800,07-06-2013,549,1,1
AR2C4BIQQOY6I,E007WTAJTS,KA,"[0, 0]","Even though it's a class 10 card, writing data to it still takes a while. However, the card performs well in my phone. If you can get a good deal on this, you won't be disappointed.",4,Seems like a good card,1364947200,04-03-2013,644,0,0
AYYZH8KL2Y6D3,E007WTAJTS,Kamal O Rowe,"[0, 1]",Made the mistake of leaving it in the car when I had a flat and had to buy 4 new tires. Went missing at the dealership so I never got to use it.,5,Looked great.,1362528000,03-06-2013,553,0,1
A8AGQ4ZKG0TZC,E007WTAJTS,KAren proctor,"[0, 0]",bought for our recent GoPro purchase to hold many videos/shots. No problem with installing or viewing from chip. SanDisk is our go to product for memory cards.,5,Holds a Ton,1394064000,03-06-2014,188,0,0
A9X0UM3Q1WAMT,E007WTAJTS,KARINA BLOCK,"[0, 0]","i bought this sandisk ultra 32 gb micro SDHC memory card for my go pro hero white edition, is really good anD works perfecly, try it, you wont regret!!",4,works perfect,1379289600,16-09-2013,448,0,0
A33I94Z5A904LH,E007WTAJTS,"Karl Alexander Monzon ""Karl  Monzn""","[1, 1]",It Failed. It only worked 3 months.I used it in a Galaxy S3 phone. It seems that this brand has an issue with this model.I lost the information.,1,Didn't pass the time test.,1383868800,11-08-2013,484,1,1
A1LYCQCJK2JWQ7,E007WTAJTS,Karl Carpenter,"[1, 1]","Noticeable improvement to my Sprint HTC EVO LTE with this.Camera app used to have bad pictures when I shot in burst mode (several frames per second). With this card it never misses a burst picture.Also apps that have been installed to the SD card are a lot more responsive.Update:Card has died on me, as of May 12th 2013. I originally ordered this October 22, 2012. So I got about 6 months out of it. Oh well.",5,Super Fast,1357516800,01-07-2013,525,1,1
A20VXT9M05PJ5Z,E007WTAJTS,Katelyn,"[0, 0]","Its a good Micro card, self explanatory, I haven't had any issues with it. Works for just about putting anything on it.",4,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter,1390521600,24-01-2014,318,0,0
A3P95KM65RH5ND,E007WTAJTS,"Kate White ""L White""","[0, 0]",I needed more memory because my phone kept telling me I was short on memory. This is more than enough memory and I have so many pictures on my phone now! This was a good buy!,5,Perfect for my phone for more memory!,1392940800,21-02-2014,290,0,0
A2MC0N85KTN7ED,E007WTAJTS,L11,"[0, 0]",bought this to replace a faulty card on my phone and it works great. haven't had any performance or corruption issues with it at all.,5,excellent product,1402099200,06-07-2014,155,0,0
A1C1U3RRUZ138Z,F007WTAJTQ,"L7 ""Tech Head""","[1, 1]","I bought this for my Android phone and it kept stating ""media scanning"" over and over, even when the device was on or not even restarted. I thought it was the phone and was so annoyed. Then did a search and found that several others got a duds from this same batch off amazon. So not only did I pay for this, now I have a useless 32gb card that refuses to hold music on my phone, or anywhere else. I loaded a 4gb card in the same device and it only scans media when restarted and does not lag at all. The phone can hold up to 32 gb too. If you don't believe me, go onto the Sandisk message boards and look. It's a dud. So disappointing.",1,"Terrible, Dud",1374969600,28-07-2013,498,1,1
A2SWYWOZ7VARPC,F007WTAJTQ,Lacey,"[0, 0]",I got this for my gopro hero 3. Works great and reads/ writes fast. Customer service was also awesome as well.,5,Works Great! Perfect for GoPros,1376352000,13-08-2013,482,0,0
A2D9MTWHD2BFUG,F007WTAJTQ,Ladychaos1,"[0, 0]",Much cheaper than in the store and is just as described in the listing. I like it and would order again. Perfect fit,5,Great price,1383955200,11-09-2013,453,0,0
A2ZK1TTLG9BKBD,F007WTAJTQ,Lady Lena,"[0, 0]",It looks like what's it's supposed to look like.  It does what's it's supposed to do.  I got it for quite a decent price and in timely manner.  #goodstuff,5,Great Item,1395705600,25-03-2014,258,0,0
A1MPTOCYQWUWT1,F007WTAJTQ,Lainna,"[0, 0]",There is not much more you can ask for than that. I will be buying more for my airport boredom fighting collection.,5,Came nicely packaged and just worked,1392422400,15-02-2014,296,0,0
A1GMMOIO8XWCSM,F007WTAJTQ,Lakes02,"[0, 0]",I don't know why but I just needed some space. This provided me with the space to put all my extra stuff that does not physically exist...but it exists in the realm of awesome stuff. I have space now. It worked great. I have more memory now. oh joy.,5,Such space. Many memory.,1398384000,25-04-2014,227,0,0
A3A9E9LIEE37E5,F007WTAJTQ,Lance Alexander,"[0, 0]",I bought a SanDisk SSD for my computer.  It's fast for the price.  I feel confident that anything I order made by SanDisk will be of the same quality.,5,Just a good product...,1382659200,25-10-2013,409,0,0
A6PDJTWVS8UHH,F007WTAJTQ,"Landon McNeill ""landoman1""","[0, 0]",I got an amazing price and this is an amazing product. 64 gigs is a lot of memory. I don't think I'm ever going to fill it up but it's nice to have it. It has given me no problem so far.,5,awesome!,1389571200,13-01-2014,329,0,0
A3VV4YJ9LMF5TK,F007WTAJTQ,Landon's mimi,"[0, 0]","Lot's of storage for little money. There is nothing not to like...except I have to keep writing words because there is a minimum required to rate products on Amazon (probably the only thing I don't like about Amazon). I don't like that, but this was a great deal.",5,Can't beat the price,1401926400,06-05-2014,216,0,0
A1K4SMWERIHTAS,F007WTAJTQ,Macdonald Cory,"[0, 0]","The San Disk Ultra 64 GB Micro memory card works really well. The card is tiny, but the card comes with an adapter. I use it for the GoPro.",5,The SanDisk Ultra 64 GB micro,1359244800,27-01-2013,680,0,0
A2CNG9TRZVRV5O,B007WTAJTO,MAC,"[0, 0]",This microSDHC card makes its job pretty well. It is fast enough to rely your data on any mobile device. Haven't had any complaints so far.,5,Does its job for a good price,1378080000,09-02-2013,667,0,0
AKJ56RT9I924I,B007WTAJTO,Macintosh_br,"[0, 0]",You buy a several-hundred-dollars-worth product and then you add up a cheap SD card? What a shame! Go for a Class 10 SanDisk card!! They are very fast and reliable. I use it with my Lumix camera and my brother's just bought it for his Galaxy S4 mini...,5,"Great for Android smartphones, cameras, etc",1387843200,24-12-2013,349,0,0
A1R0LNM873ALSV,F007WTAJTQ,MacInTX,"[0, 0]",Great card with fast write times. Excellent for use in DSLR or Gopro camera. I have used it to save both photos and movies.,5,"Fast, dependable memory card for digital cameras.",1385769600,30-11-2013,373,0,0
A23PONDBFUYXY0,F007WTAJTQ,Mack,"[0, 0]","Installed this card in my wife's cel phone.  I would have gone bigger but, that's as big as her phone would take.",5,Excellent Transaction.,1391644800,02-06-2014,189,0,0
A3KA9JAZERWWGO,F007WTAJTQ,Mack-SS-Seattle,"[0, 0]","Added this to my Dell Venue 11 Pro for extra storage space.  I popped the card holder out of my tablet, inserted the memory card and the tablet recognized it right away.  Read/write time is as fast as the SSD drive in my tablet.  No complaints here!!",5,Works great,1392681600,18-02-2014,293,0,0
A2I4UIXT2PGSAS,F007WTAJTQ,macman,"[2, 2]","If there is anyone out there curious if this works on Garmin's GPSMAP line of handhelds, then yes! All 32GBs are recognized, and I am maxing this baby out with every map I can get my hands on! No issues at all.Some forums may have you believe there is a 4GB limitation, but there simply isn't (FAT32 - which is the format of the card, has a 4GB limit on FILE SIZE, but that's fine as all individual Garmin maps are under 4GB)",5,Works great in my Garmin!,1396828800,04-07-2014,157,2,2
AI82G1NQHKXGW,F007WTAJTQ,"mac ""TehAsian""","[0, 0]","This chip replaces my previously fried out offbrand microSD.  So far it has performed flawlessly.  If it fails, I will update the review.  I have a Droid RAZR M smartphone.",5,Works nice,1390953600,29-01-2014,313,0,0
A3FN7QLQ6ZI1E,F007WTAJTQ,madapaka26,"[0, 0]",Worth the $30 I spent here then buying it at the store for $65.  Use it for the Galaxy note 10.1 and the Galaxy Note 2!,5,Perfect,1360368000,02-09-2013,462,0,0
A1HJCD42IQQTZA,D007WTAJTR,"Mad Don ""maddon""","[0, 0]",Whats not to like? It is what it is. I always buy this brand of cards and drives. They have never failed me.,4,Trusted name in storage,1383609600,11-05-2013,576,0,0
AE16WAPPF7GUA,F007WTAJTQ,N2,"[0, 0]","Works great in my Samsung Galaxy S4.I also use a SanDisk card in my DroidX, after some bad experiences with another manufacturer's 32GB micro-SD card that occasionally flaked out.Beware imitation cards that may look almost identical.",5,SanDisk is the standard!,1397433600,14-04-2014,238,0,0
AFE3KCCYJX76K,F007WTAJTQ,N7,"[0, 0]","I use this because my office use all window OS and I'm the only one with a MAC OS, so file transfers between computers are easy with this little thing",5,GREAT,1394150400,03-07-2014,158,0,0
A24YWDYFTI2NOC,F007WTAJTQ,N8,"[0, 0]",Bought this to go with my Samsung Galaxy S III. It is class 10 which means it is fast. Works well.,5,Nice price,1359072000,25-01-2013,682,0,0
A352C9XXLTSJR4,F007WTAJTQ,Name,"[0, 0]","Much faster than my other microSD cards, most if which are class 4.  In a galaxy S3 now, fast enough not to slow it down when loading files/music/photos.  Did not Benchmark...",5,Neat,1350777600,21-10-2012,778,0,0
A3TFQNPJ8F6ET1,F007WTAJTQ,Nandor,"[0, 0]","Very fast, no problem in work. I'm very content with his performance, price and all of my file has enough space for the next year as well.",5,Perfect,1369958400,31-05-2013,556,0,0
A2BGLR8HGU1E8F,F007WTAJTQ,naptime84,"[0, 0]",Transfer speeds from just moving files to my phone as well as rooting and adding various roms was much faster than I'm used to. I haven't done any official benchmarking though.,5,Seems fast,1395619200,24-03-2014,259,0,0
A2CQYRZX4D88VF,F007WTAJTQ,Natasha S.,"[0, 0]",No issues at all. I ended up utttingthis in my Samsung Galaxy S3 instead of my Tab2 like I had originally planned. I will be ordering another one soon.,5,good price and fast shipping,1367193600,29-04-2013,588,0,0
AMLWJ1D1J3MS4,F007WTAJTQ,Nate C.,"[0, 0]","I bought this memory card for my smartphone (Nokia Lumia 521) when my older 8GB micro SD card died on me (amazon basics brand).I threw on some MP3s on there to listen on my phone on my trip up the California coast since I knew some areas wouldn't have any radio or cell phone reception, and had no problems with it.I haven't done any speed tests on it as I'm not using it for anything that needs extreme speeds. Its has more than enough speed for capturing video and and pictures.Its a great deal for the amount of storage and its price.",5,Great Memory Card,1383091200,30-10-2013,404,0,0
A27MR2K55DJUFK,F007WTAJTQ,Nate,"[0, 0]","plenty of memory for my gopro, durable, and small enough to lose haha... make sure your phone/device can handle it",5,Yes,1393804800,03-03-2014,280,0,0
A3KPIYXAGWMQXY,F007WTAJTQ,Nate,"[0, 0]",Used this in my old phone and it works great. Quick with transfer rates and loved it for the short amount of time I used it. Will probably use it for something else like a camera or something.,5,SanDisk Ultra 16 GB MicroSDHC Class 10 UHS-1 Memory Card with Adapter (SDSDQU-016G-AFFP-A) by SanDisk,1390435200,23-01-2014,319,0,0
ADHTY6LJFA0RX,F007WTAJTQ,oafsandwich,"[0, 0]",It works great and transfers quickly. I use it on my Dell Venue Tablet and my Polaroid XS100 action camera.,5,Great for me,1394755200,14-03-2014,269,0,0
A3Q6B94A2DMWRW,F007WTAJTQ,OB,"[0, 0]","Quick shipment, product as described.  Comes with adapter which will come in handy.  SanDisk is a great product, it usually delivers quality item.",5,QUICK SHIPMENT,1386374400,12-07-2013,514,0,0
A3S3DWC1A77BHD,F007WTAJTQ,occamsrazor,"[0, 0]","reasonable price, good quality. not much more needs to be said.",4,"reasonable price, good quality",1404172800,07-01-2014,335,0,0
A1ST94P7R4IM4L,F007WTAJTQ,"Occasional Reviewer from Michigan ""Mark""","[0, 0]","It appears that the 32GB SanDisk Ultra Micro SD Card I purchased from Amazon was defective.  I installed it in my Samsung Tablet, but could not successfully transfer files using either a USB cable or WiFi.  The file transfer would appear to start, but then would slow down and hang completely.  It did this on every one of multiple attempts, with different file types, and numbers of files ranging from many to just a single file.  I tried loading files onto the card directly from my PC, but then the Tablet would not see them.  I tried reformatting the card both in my PC and in the Tablet, but still got the same result.  After a few tries, the Tablet would appear to format the card but then tell me that the card was blank/unformatted.  I did an A/B/A with an old 8GB Sandisk Micro SD Card that I had laying around.  It worked perfectly -- formating, transferring files, reading and writing files -- everthing worked.  I put the 32GB SanDisk Ultra Card back in the Tablet, but had the same problems again.  I concluded that the SanDisk Ultra card was defective and returned it.  I'm still using the old 8GB card without a hiccup.The good thing was that Amazon's return policy was quick and painless.",1,Did not work in Samsung Samsung Galaxy Tab 2,1363996800,23-03-2013,625,0,0
A46D3MTB5LIUY,F007WTAJTQ,Ocean Blue,"[0, 0]",I have no issues with this Micro SD.  I purchased it for use with a video camera and it does everything I would expect without any problems.  Wouldn't hesitate to purchase again.,5,Works Great - Purchased for Video Camera Use,1395187200,19-03-2014,264,0,0
A24IZ2L7W5L284,F007WTAJTQ,Octavio Barreto,"[0, 0]","I bought the memory to my lumia 620 and it works. It's really faster than my previous microsd (Class 4). No complaints, i'm very happy with my purchase.",5,A fast memory,1400716800,22-05-2014,200,0,0
A1OGCPMSIVK7G4,F007WTAJTQ,ocxmichael,"[0, 0]","The name should speak for itself! It comes with a regular SD card adapter. If one day you feel that you have no need for a microSD card then just simply put it back into the adapter and use it as a regular SD card for your camera or other electronics that takes a form of a regular SD card. It reads and write very fast, which it should since it's a class 10 card! I bought this for my Samsung Galaxy S4 and it's a nice addition to storing those big 1080p files & MP3 music loads. Hands down the best brand in the industry for SD cards! I highly recommend it!",5,"It's SanDisk, what more can I say?",1384905600,20-11-2013,383,0,0
A21EURX5TNA5FA,F007WTAJTQ,odaddio,"[0, 0]",Installation on my Surface was simple and added a lot more storage to my tablet. I liked the SD adapter so that I can use it like a mini USB drive from my larger PC.,4,Great choice for my Microsoft Surface RT,1366156800,17-04-2013,600,0,0
A1LJMQNR9C9DEW,F007WTAJTQ,odey,"[0, 0]",excelent,5,Five Stars,1404691200,07-07-2014,154,0,0
A5TFF8PLKRCOJ,F007WTAJTQ,odin,"[1, 2]","Failed after one month and the problem is epidemic on the sandisk forums , they slowly get corrupted then fail and report only 30-32mb size.The Lifetime warranty is nice, but these products are clearly defective , I'm in the process of RMA now, will update post on status updates.DO NOT TRUST YOUR DATA WITH THIS PRODUCT, KEEP A BACKUP OF EVERYTHING YOU PUT ON IT, I'M 100% serious, just look at the sandisk 'users' forum for 64gb cards.Here is my breakdown while it lastedSanDisk Ultra 64 GB microSDXC Class 10 UHS-1Write speed  was 8-10 Mb/s (usually 8, tested windows usb 3.0 reader, and android)Read speed 27 mb/sFAILED @ 1 1/2 monthsUpdate 2-13-14Received back replacement item in brand new condition readspeed is 40+mb/s write speed is still around 10-12mb/s - RMA turn around time was about 3 weeks, I will up rating if this one lasts longer then one month.Update 5-1-14RMA replacement is still going strong, upped the star rating by one point.",3,Failed at one month - RMA Replacement is good,1390608000,25-01-2014,317,1,2
A1ZUPNL1XGZPHS,F007WTAJTQ,Pablo,"[0, 0]","it has been awesome, and just enough in size. I have been putting movies in the range of 900mb to 3.5 gb. No issues. Also plays lossless music with no issues as well.",5,"Have been using steady with my Galaxy S3, Verizon. No problems.",1356566400,27-12-2012,711,0,0
A195PVKRNF9AUW,F007WTAJTQ,Pablo Ortega,"[1, 1]","Great memory card, I love the fact that this came in frustration free packaging. And even better, it also came with an SD adapter for free! Thanks a bunch amazon and SanDisk.",5,AWESOME MICROSD Card I LOVE IT,1405036800,07-11-2014,31,1,1
A2NYSDO4SQMGE8,F007WTAJTQ,PantherSpawn,"[0, 0]",Works well in our tablets and phones,5,Five Stars,1404950400,07-10-2014,62,0,0
A3EPL2JV2T11OX,F007WTAJTQ,paolo,"[0, 1]","La uso sul mio samsung galaxy tab 2 7 e va benissimo, raramente non la riconosce, ma basta estrarla rimetterla e tutto va a posto, se fosse spesso sarebbe un problema, ma ripeto succede raramente perci&ograve; consigliata!!!",5,gooooooooood!,1360108800,02-06-2013,554,0,1
A2GNBHAJRCS0I5,F007WTAJTQ,Papadirk,"[0, 0]",This card is so small and yet holds this much storage. No problems with speed or reliability. Can definitely recommend.,5,reliable. Can recommend,1370563200,06-07-2013,520,0,0
A2T5P0O707ESH6,F007WTAJTQ,PapaG,"[0, 0]","Bypass the &#34;cheaper&#34; clones and get SanDisk. Your  data is wprth much more than the little that you &#34;save&#34; using the cheap imitations. Trust me, I just found that out for myself.",5,"Bypass the ""cheaper"" clones and get SanDisk. Your data ...",1404518400,07-05-2014,215,0,0
